,Min_airspeed1_OFF,Min_airspeed2_OFF,Min_airspeedave_OFF,Min_airspeedave_err_OFF,Max_pitchangle1_OFF,Max_pitchangle2_OFF,Max_pitchangleave_OFF,Max_pitchangleave_err_OFF,timeMin_airspeed1_OFF,timeMin_airspeed2_OFF,timeMax_pitchangle1_OFF,timeMax_pitchangle2_OFF,time_fin_OFF,Airspeed_fin_OFF,Pitchangle_fin_OFF,Min_airspeed1_ON,Min_airspeed2_ON,Min_airspeedave_ON,Min_airspeedave_err_ON,Max_pitchangle1_ON,Max_pitchangle2_ON,Max_pitchangleave_ON,Max_pitchangleave_err_ON,timeMin_airspeed1_ON,timeMin_airspeed2_ON,timeMax_pitchangle1_ON,timeMax_pitchangle2_ON,time_fin_ON,Airspeed_fin_ON,Pitchangle_fin_ON,casename
20190412-3-5,7.132155385817607,8.774825794871703,7.953490590344655,0.8213352045270477,13.463000643946302,4.155568594118376,8.80928461903234,4.653716024913963,32.57952099999989,52.273020000000095,52.273020000000095,32.57952099999989,52.89731700000015,7.78663769809967,12.796618118050285,6.16139510733013,7.959344900051647,7.060370003690888,0.8989748963607584,15.768240666406186,13.1961070263328,14.482173846369493,1.2860668200366927,55.785135000000544,49.4853490000005,49.4853490000005,55.785135000000544,57.28885500000047,6.341733698061592,15.572177106836564,20190412-3-5
20190412-4-1,6.9380445966627295,9.304677544514194,8.121361070588462,1.183316473925732,14.024423423167967,3.299958071764995,8.66219074746648,5.362232675701486,51.15878999999998,58.575856999999964,58.575856999999964,51.15878999999998,58.76793400000005,8.887958364513404,13.133682345413227,6.194547097993167,6.935517707995351,6.565032402994259,0.3704853050010919,18.059348109766507,7.491188338666687,12.775268224216596,5.28407988554991,41.01998000000003,66.10506000000004,66.10506000000004,41.01998000000003,66.60663200000005,6.645591140830377,17.830357811884287,20190412-4-1
20190412-4-2,7.08070220443762,7.383573915664202,7.232138060050911,0.1514358556132911,9.161914719165656,-1.88699095117024,3.637461883997708,5.524452835167948,38.6866129999999,56.04067199999992,56.04067199999992,38.6866129999999,56.66525400000007,7.40063898543306,7.422472048819111,7.153831233840999,8.097721872645558,7.625776553243279,0.47194531940227913,15.685183917838593,5.892541487120101,10.788862702479348,4.8963212153592455,48.33001399999985,51.68488799999993,51.68488799999993,48.33001399999985,51.89855800000004,7.571384156906049,14.893173683698691,20190412-4-2
20190412-4-3,6.9621896933767,9.83315976459515,8.397674728985924,1.4354850356092252,9.151282247409464,4.9954800065968215,7.073381127003143,2.077901120406321,30.564092999999843,36.87090699999999,36.87090699999999,30.564092999999843,36.87090699999999,9.83315976459515,9.151282247409464,5.855553195109012,5.9054952980131645,5.880524246561088,0.02497105145207623,13.354818661837173,13.086912246826467,13.22086545433182,0.13395320750535333,38.517081000000076,38.61291199999994,38.61291199999994,38.517081000000076,38.61291199999994,5.9054952980131645,13.354818661837173,20190412-4-3
20190412-4-4,6.087710434880181,6.723853475177322,6.405781955028751,0.3180715201485702,16.12379390016684,15.688594895860966,15.906194398013904,0.21759950215293777,42.063582000000004,42.875433999999814,42.875433999999814,42.063582000000004,43.167389000000064,6.847764599109854,14.490184141764527,6.37138878125752,6.739857234032173,6.555623007644846,0.18423422638732667,18.946391884431183,16.485039246958465,17.715715565694822,1.230676318736359,33.096200999999716,36.56477599999983,36.56477599999983,33.096200999999716,38.697091,9.140439394905492,16.75050337197166,20190412-4-4
20190412-4-5,5.808314997091203,7.142030067491735,6.475172532291468,0.6668575352002661,11.356906706732676,5.771368137671722,8.564137422202199,2.7927692845304772,48.841067000000066,62.462866000000076,62.462866000000076,48.841067000000066,65.91606800000011,7.410871734763595,10.809763917287563,5.973254371916021,6.091055348434312,6.032154860175167,0.05890048825914551,21.552103426917075,21.16871919110419,21.360411309010633,0.1916921179064417,51.28640000000018,51.19389799999999,51.19389799999999,51.28640000000018,51.28640000000018,5.973254371916021,21.16871919110419,20190412-4-5
20190412-4-6,5.9223123902599095,6.3449357886109246,6.133624089435417,0.21131169917550752,17.843587812648252,15.655489927700591,16.749538870174423,1.0940489424738304,50.61079699999959,50.82304399999998,50.82304399999998,50.61079699999959,50.82304399999998,6.3449357886109246,17.843587812648252,5.948827752319515,5.948827752319515,5.948827752319515,0.0,19.844051865568574,19.844051865568574,19.844051865568574,0.0,42.2502599999998,42.2502599999998,42.2502599999998,42.2502599999998,42.2502599999998,5.948827752319515,19.844051865568574,20190412-4-6
20190419-1-1,5.280222463529012,5.424036688739454,5.352129576134233,0.07190711260522109,15.923849884858436,15.151591287217554,15.537720586037995,0.3861292988204408,65.24976600000001,65.46663900000001,65.46663900000001,65.24976600000001,67.60219900000001,6.843752685705294,10.560598706698617,4.6559649099161415,6.644382332634312,5.650173621275227,0.9942087113590854,16.088187397140032,11.510584825602784,13.799386111371408,2.288801285768624,62.52020800000002,56.628927000000026,56.628927000000026,62.52020800000002,73.39290300000005,6.453138446261313,15.226218545342205,20190419-1-1
20190419-1-2,4.94337417773931,6.516814763324327,5.730094470531819,0.7867202927925088,17.950904683909474,12.094685357018776,15.022795020464125,2.9281096634453494,71.25283100000013,74.00314700000013,74.00314700000013,71.25283100000013,74.2874300000001,6.024155391600359,16.271632315226014,10.403647128394644,11.9450699492386,11.174358538816623,0.7707114104219785,9.660624073864415,3.832172975670775,6.746398524767596,2.91422554909682,3.775540999999976,1.3313359999999648,1.3313359999999648,3.775540999999976,3.775540999999976,10.403647128394644,3.832172975670775,20190419-1-2
20190419-1-3,5.1728830612769885,6.850192804410919,6.011537932843954,0.8386548715669653,17.52423799278219,14.118108206073195,15.821173099427693,1.7030648933544974,72.80760399999997,70.37142499999993,70.37142499999993,72.80760399999997,77.17235600000005,5.991188949638878,12.934424583032005,4.520070440453467,7.655728594964298,6.087899517708882,1.5678290772554155,17.879842431937163,13.361869722500597,15.62085607721888,2.2589863547182834,78.30277200000012,85.72054400000012,85.72054400000012,78.30277200000012,87.64752899999996,6.754468329645044,13.529667779661233,20190419-1-3
20190419-1-4,4.891484172555764,5.9000008913605795,5.395742531958172,0.5042583594024079,21.797526940232164,16.897303666610966,19.347415303421563,2.4501116368105986,52.79631299999983,56.96667399999978,56.96667399999978,52.79631299999983,59.91675299999997,5.124335696027464,14.801558398173642,5.242339394912273,6.117280793557455,5.679810094234864,0.4374706993225912,16.596710063986265,10.867345176251753,13.732027620119009,2.864682443867256,66.90217200000006,62.029030000000155,62.029030000000155,66.90217200000006,73.29923200000006,7.438067635337987,11.10704931099018,20190419-1-4
20190419-1-5,4.817550671010406,7.91694267940985,6.3672466752101275,1.5496960041997219,16.987259232475992,12.00425860028767,14.495758916381831,2.491500316094161,57.770273000000095,55.7416740000001,55.7416740000001,57.770273000000095,58.17549800000007,5.982648812598067,13.616312401913815,5.797183392039773,7.51510290535908,6.656143148699426,0.8589597566596536,16.540619948287922,10.626093098665926,13.583356523476924,2.957263424810998,37.07586900000001,50.98308199999974,50.98308199999974,37.07586900000001,56.05141200000003,6.760375022198466,11.293620938765367,20190419-1-5
20190419-2-1,5.285683232917358,6.033132757602629,5.659407995259993,0.3737247623426354,18.190802616571226,16.63469345832491,17.41274803744807,0.7780545791231575,27.922181000000023,28.727541000000056,28.727541000000056,27.922181000000023,33.310089000000055,7.298955256147551,16.28508618927207,4.154090570155737,4.353280468928416,4.253685519542076,0.0995949493863395,23.291200467203353,21.030490306626238,22.160845386914794,1.1303550802885578,36.423146999999965,37.44509900000008,37.44509900000008,36.423146999999965,39.27856099999997,6.60160042489083,15.368473307300498,20190419-2-1
20190419-2-2,5.513475649123511,5.513475649123511,5.513475649123511,0.0,16.789886485167102,16.789886485167102,16.789886485167102,0.0,35.562996000000005,35.562996000000005,35.562996000000005,35.562996000000005,35.562996000000005,5.513475649123511,16.789886485167102,4.6802413515394505,7.252201827651769,5.96622158959561,1.2859802380561591,17.941846455626113,13.885642666835544,15.913744561230828,2.0281018943952844,26.819166,31.17659900000007,31.17659900000007,26.819166,32.3078789999999,6.054614100116402,14.31023321282836,20190419-2-2
20190419-2-3,5.2331145412081,5.480204300951892,5.356659421079996,0.12354487987189611,16.495591895067196,15.257144234595925,15.87636806483156,0.6192238302356357,51.19242500000002,51.49391399999996,51.49391399999996,51.19242500000002,51.49391399999996,5.480204300951892,16.495591895067196,4.8760539008132175,5.756817379475496,5.316435640144357,0.44038173933113933,19.17887711309616,12.57617185108406,15.87752448209011,3.3013526310060497,56.57611499999996,55.254635000000235,55.254635000000235,56.57611499999996,56.57611499999996,4.8760539008132175,12.57617185108406,20190419-2-3
20190419-2-4,5.918932794390957,6.9015270409209775,6.410229917655967,0.49129712326501007,16.857316229097385,13.748233253047134,15.302774741072259,1.5545414880251256,40.71367099999998,44.476188999999984,44.476188999999984,40.71367099999998,45.3908859999998,7.939044708108112,15.236613077445496,4.393159548854037,4.393159548854037,4.393159548854037,0.0,18.021885544558533,18.021885544558533,18.021885544558533,0.0,55.038042999999675,55.038042999999675,55.038042999999675,55.038042999999675,56.04480100000011,4.861418543046488,13.757952922339316,20190419-2-4
20190419-2-5,5.1373283735689945,5.492192241430824,5.31476030749991,0.17743193393091472,16.533851789348535,14.840862108013495,15.687356948681014,0.8464948406675203,57.350405000000016,55.84748000000002,55.84748000000002,57.350405000000016,57.350405000000016,5.1373283735689945,14.840862108013495,6.1385221020544165,6.959729380689634,6.549125741372025,0.4106036393176087,20.50579183524241,11.438214727155435,15.972003281198923,4.533788554043487,48.44367299999976,54.2315739999999,54.2315739999999,48.44367299999976,54.32656799999995,6.917774756415117,20.42268947740752,20190419-2-5
20190419-3-1,4.920220651718796,6.335782759438378,5.628001705578587,0.7077810538597911,18.548738538278602,14.32140096370978,16.43506975099419,2.1136687872844115,47.831069999999954,54.04623399999997,54.04623399999997,47.831069999999954,57.172501999999895,7.786139477741583,11.991517514485574,4.902773334651001,5.786978319891256,5.344875827271128,0.4421024926201276,19.470765887515746,10.003591899311251,14.7371788934135,4.7335869941022475,48.640263,67.31917000000004,67.31917000000004,48.640263,67.94288900000004,5.780706934398795,18.586549742467625,20190419-3-1
20190419-3-2,5.488286750080024,7.09795409637906,6.293120423229542,0.8048336731495178,17.291401221945957,14.350380686975901,15.820890954460928,1.4705102674850279,45.59783600000014,58.60366500000021,58.60366500000021,45.59783600000014,64.68973800000003,6.236178371113353,16.29281326002733,5.5353252637591375,6.010149486991696,5.772737375375417,0.2374121116162793,16.059658493656766,15.130862534953096,15.59526051430493,0.46439797935183513,43.35931999999968,43.66871099999968,43.66871099999968,43.35931999999968,59.39999999999986,6.1076521749966375,11.625180643091488,20190419-3-2
20190419-3-3,4.90967386516638,5.8238176869097185,5.36674577603805,0.4570719108716692,16.223165914061152,15.029938801751491,15.626552357906322,0.5966135561548302,61.33849299999986,60.81049600000017,60.81049600000017,61.33849299999986,61.74581500000011,5.2764860470439805,15.859414329618465,4.702756815149602,4.702756815149602,4.702756815149602,0.0,21.521967830686695,21.521967830686695,21.521967830686695,0.0,69.67064800000003,69.67064800000003,69.67064800000003,69.67064800000003,69.67064800000003,4.702756815149602,21.521967830686695,20190419-3-3
20190419-3-4,5.734278177942871,6.206366427814702,5.970322302878786,0.23604412493591553,17.289239915221188,16.503559056099547,16.896399485660368,0.3928404295608203,38.3897340000001,37.4782560000001,37.4782560000001,38.3897340000001,38.3897340000001,5.734278177942871,16.503559056099547,4.4942137068892345,4.496503479786293,4.495358593337764,0.001144886448529281,20.061310004048053,19.679442666672358,19.870376335360206,0.19093366868784756,43.685680000000275,43.77760200000057,43.77760200000057,43.685680000000275,43.77760200000057,4.496503479786293,20.061310004048053,20190419-3-4
20190419-3-5,3.604753613137172,6.1241100285715975,4.864431820854385,1.2596782077172128,16.942239463139938,15.684178670461044,16.31320906680049,0.6290303963394468,48.057833000000066,45.300833999999895,45.300833999999895,48.057833000000066,48.24966100000007,4.0002326627659395,16.098169415881305,3.792996825966419,3.792996825966419,3.792996825966419,0.0,21.632605763547133,21.632605763547133,21.632605763547133,0.0,53.42400399999974,53.42400399999974,53.42400399999974,53.42400399999974,53.42400399999974,3.792996825966419,21.632605763547133,20190419-3-5
20190419-3-6,5.016673436165816,6.6491571202823065,5.832915278224061,0.8162418420582451,15.841084556993144,14.454840423871438,15.147962490432292,0.6931220665608526,53.253954999999216,58.34340799999973,58.34340799999973,53.253954999999216,60.57551699999954,6.444309297553677,13.093691906608946,3.2702432900510443,3.815456726715698,3.542850008383371,0.27260671833232686,21.802059018257165,21.505407948932728,21.653733483594948,0.14832553466221832,59.99971700000015,59.90382,59.90382,59.99971700000015,59.99971700000015,3.2702432900510443,21.505407948932728,20190419-3-6
20190419-4-1,6.551112538275089,7.8409244703621885,7.196018504318639,0.6449059660435497,13.005916507692811,11.197664685151512,12.101790596422163,0.9041259112706497,54.30957699999999,35.648961999999976,35.648961999999976,54.30957699999999,54.30957699999999,6.551112538275089,11.197664685151512,7.051028348986804,8.003885382488356,7.52745686573758,0.4764285167507758,15.651350889697909,9.430693770136674,12.541022329917292,3.1103285597806174,53.30637200000004,50.771509000000115,50.771509000000115,53.30637200000004,54.814701000000035,8.115843709526963,8.244323549778116,20190419-4-1
20190419-4-2,6.852615681995852,7.982893761399133,7.417754721697492,0.5651390397016405,15.064945026336007,14.308411214931596,14.6866781206338,0.37826690570220567,38.807505999999755,37.989627999999925,37.989627999999925,38.807505999999755,38.807505999999755,6.852615681995852,14.308411214931596,5.760813989413947,7.9879819539078625,6.874397971660905,1.1135839822469578,19.40378661003126,11.582403549162605,15.493095079596934,3.9106915304343284,46.30945899999973,49.87425499999985,49.87425499999985,46.30945899999973,52.83176599999979,7.366473113495146,10.574830335166055,20190419-4-2
20190419-4-3,6.116322901730638,6.317101874639223,6.216712388184931,0.10038948645429269,19.491160359711774,18.41421143601106,18.952685897861414,0.5384744618503579,38.40235199999995,37.89908100000014,37.89908100000014,38.40235199999995,38.40235199999995,6.116322901730638,18.41421143601106,5.2310294510498965,7.13728022013408,6.184154835591988,0.953125384542092,21.74687467473632,20.51399665578417,21.130435665260244,0.6164390094760748,42.68756100000007,34.347308,34.347308,42.68756100000007,42.68756100000007,5.2310294510498965,20.51399665578417,20190419-4-3
20190419-4-4,6.402433826526438,7.135690529913758,6.769062178220098,0.3666283516936599,18.623006673944744,17.425153553747023,18.024080113845883,0.5989265600988603,46.79227900000001,45.474561,45.474561,46.79227900000001,47.81512799999996,7.327844621179912,12.747285174995652,6.143019528329022,6.152744886220457,6.14788220727474,0.004862678945717569,20.65223750449007,11.311337810432649,15.98178765746136,4.670449847028711,38.664825000000064,52.490316000000114,52.490316000000114,38.664825000000064,52.490316000000114,6.152744886220457,20.65223750449007,20190419-4-4
20190419-5-1,7.334762879379362,9.32119974469816,8.32798131203876,0.9932184326593987,17.734093426780017,7.1938400987632525,12.463966762771635,5.270126664008382,37.76247899999996,31.775370000000066,31.775370000000066,37.76247899999996,39.601429000000046,7.819865162745295,13.973769482335804,8.351600606452772,12.900234134251747,10.625917370352258,2.2743167638994874,16.829681251672437,8.70714573370094,12.768413492686689,4.061267758985748,17.15620100000001,1.427181999999931,1.427181999999931,17.15620100000001,57.395988999999865,9.271397432692288,9.564845938778733,20190419-5-1
20190419-5-2,5.989663706424037,7.098088899785186,6.543876303104611,0.5542125966805744,19.497483916923663,14.3585829042103,16.928033410566982,2.5694505063566817,26.42062199999987,25.20636399999989,25.20636399999989,26.42062199999987,26.42062199999987,5.989663706424037,14.3585829042103,5.674041154462088,7.3076609967202595,6.4908510755911735,0.8168099211290856,15.173353497332707,12.6126952460176,13.893024371675153,1.2803291256575537,44.59589599999998,43.77946999999977,43.77946999999977,44.59589599999998,44.59589599999998,5.674041154462088,12.6126952460176,20190419-5-2
20190419-5-3,6.281148183315048,6.417384412765244,6.349266298040146,0.06811811472509799,19.338959744580354,19.28599192955566,19.312475837068007,0.02648390751234686,35.617826999999814,35.52058699999998,35.52058699999998,35.617826999999814,35.929913999999826,6.956586807458995,18.864877468756884,6.725995457665419,7.096393007825961,6.9111942327456894,0.18519877508027127,18.867797775473235,18.576234872609927,18.722016324041583,0.14578145143165422,45.506939000000216,45.38919200000021,45.38919200000021,45.506939000000216,45.506939000000216,6.725995457665419,18.576234872609927,20190419-5-3
20190419-5-4,6.161862405031768,6.161862405031768,6.161862405031768,0.0,21.220090949897667,21.220090949897667,21.220090949897667,0.0,45.19361600000002,45.19361600000002,45.19361600000002,45.19361600000002,45.19361600000002,6.161862405031768,21.220090949897667,6.497431619596982,6.497431619596982,6.497431619596982,0.0,18.439572432907735,18.439572432907735,18.439572432907735,0.0,44.28810100000021,44.28810100000021,44.28810100000021,44.28810100000021,44.28810100000021,6.497431619596982,18.439572432907735,20190419-5-4
20190419-5-5,7.054439795794053,7.280675329929438,7.167557562861745,0.11311776706769239,18.391714902427328,18.170306684684856,18.281010793556092,0.11070410887123572,46.3060700000001,45.89759099999992,45.89759099999992,46.3060700000001,46.3060700000001,7.054439795794053,18.170306684684856,6.560120964962173,6.620307033146763,6.590213999054468,0.030093034092295134,20.95172623857329,20.390264056130988,20.670995147352137,0.2807310912211509,21.923788999999715,22.042821000000004,22.042821000000004,21.923788999999715,22.042821000000004,6.620307033146763,20.95172623857329,20190419-5-5
20190420-2-1,4.481666334248605,8.206132475088268,6.343899404668436,1.862233070419831,18.395844528424046,14.875265779912965,16.635555154168507,1.7602893742555406,24.264162999999925,34.71362299999997,34.71362299999997,24.264162999999925,36.33023699999988,8.172125992315406,17.02146906820046,8.213856712183166,9.766515649803418,8.990186180993291,0.7763294688101263,14.145913425885091,2.19052409314996,8.168218759517526,5.977694666367565,26.425573999999987,46.837039,46.837039,26.425573999999987,49.89321500000007,9.436322357267343,12.386487997781286,20190420-2-1
20190420-2-2,6.1667139339993975,8.511020701335273,7.338867317667335,1.1721533836679376,21.145951947356426,20.70178335305525,20.92386765020584,0.22208429715058742,46.00805500000001,43.762203,43.762203,46.00805500000001,46.19894500000021,7.073555895397657,20.279823021923978,7.0646396148415755,7.825530672876496,7.4450851438590355,0.3804455290174604,21.854158118680445,18.75581516000675,20.304986639343596,1.549171479336847,32.19705399999998,31.69595899999979,31.69595899999979,32.19705399999998,40.616226999999974,7.4480209663153625,20.119362755808112,20190420-2-2
20190420-2-3,6.553600134988389,7.280928178857162,6.9172641569227755,0.36366402193438674,22.008939108157072,20.8910937156443,21.450016411900684,0.5589226962563867,39.597839999999906,39.88608800000009,39.88608800000009,39.597839999999906,39.995772999999865,7.3223629840599225,21.864188766936845,6.019367980618945,6.4236418280351995,6.221504904327072,0.2021369237081272,24.725861346333843,21.66619018633205,23.196025766332944,1.5298355800008974,52.19189500000015,50.25836400000014,50.25836400000014,52.19189500000015,52.19189500000015,6.019367980618945,21.66619018633205,20190420-2-3
20190420-2-4,7.342254492074587,8.479145766362231,7.910700129218409,0.5684456371438222,22.747061791608626,19.446342050966106,21.096701921287366,1.6503598703212603,39.92625499999997,42.25212499999998,42.25212499999998,39.92625499999997,42.770747000000036,7.71131051893422,19.223747530906568,7.277240810630058,8.539783986783481,7.90851239870677,0.6312715880767117,19.26670736048685,12.416724236529426,15.841715798508138,3.424991561978713,34.7335879999996,59.533367000000226,59.533367000000226,34.7335879999996,60.242529000000104,7.665160057569323,16.669090674320966,20190420-2-4
20190420-3-1,3.991071023882992,5.890885679748273,4.940978351815632,0.9499073279326404,15.321275793380616,13.000565218103983,14.1609205057423,1.1603552876383167,70.310521,72.15161600000002,72.15161600000002,70.310521,72.15161600000002,5.890885679748273,15.321275793380616,4.550933128093532,5.489095925036426,5.020014526564979,0.46908139847144703,20.237015935614085,18.25509632323748,19.24605612942578,0.990959806188302,76.81723899999993,77.41469099999995,77.41469099999995,76.81723899999993,78.5349539999999,6.083378436642697,16.20961497830883,20190420-3-1
20190420-3-2,4.876236777013706,5.1752607743564605,5.025748775685083,0.1495119986713771,18.93282454190792,18.871318338107983,18.90207144000795,0.03075310189996827,37.586539999999964,37.486886000000034,37.486886000000034,37.586539999999964,37.586539999999964,4.876236777013706,18.871318338107983,6.698713386909581,6.715088893466529,6.706901140188055,0.008187753278473764,13.471175374641282,12.461747807055257,12.966461590848269,0.5047137837930125,21.249756000000048,21.37056800000005,21.37056800000005,21.249756000000048,21.37056800000005,6.715088893466529,13.471175374641282,20190420-3-2
20190420-3-3,4.609378711891002,4.609378711891002,4.609378711891002,0.0,21.78191328784561,21.78191328784561,21.78191328784561,0.0,32.70861200000002,32.70861200000002,32.70861200000002,32.70861200000002,32.70861200000002,4.609378711891002,21.78191328784561,3.797692829530871,4.726061974238581,4.2618774018847265,0.4641845723538549,23.61876323857561,22.427672405586424,23.023217822081016,0.595545416494593,42.35251600000004,42.759707999999925,42.759707999999925,42.35251600000004,42.973785000000134,4.9701898285811525,22.80345132105532,20190420-3-3
20190420-3-4,4.5422303344570025,4.5422303344570025,4.5422303344570025,0.0,22.99784360361249,22.99784360361249,22.99784360361249,0.0,74.6465129999998,74.6465129999998,74.6465129999998,74.6465129999998,74.6465129999998,4.5422303344570025,22.99784360361249,3.8069415664816857,5.4186720865324896,4.612806826507088,0.8058652600254019,22.927156300289717,18.623521832778003,20.77533906653386,2.1518172337558568,65.84526300000005,56.607835000000144,56.607835000000144,65.84526300000005,81.87947800000029,6.327602860263548,16.711376356020512,20190420-3-4
20190420-3-5,4.980809129493523,6.46545094141122,5.723130035452371,0.7423209059588483,21.683826148266267,15.629395956090045,18.656611052178157,3.027215096088111,35.649241000000075,31.997607000000013,31.997607000000013,35.649241000000075,36.34881700000005,5.487965170769429,21.173138181701134,3.080255774132163,5.459971925909264,4.270113850020714,1.1898580758885506,25.86819597368677,21.721631223389267,23.794913598538017,2.073282375148752,25.632582999999837,24.504464000000095,24.504464000000095,25.632582999999837,77.22154100000024,8.717454317527482,6.562314736956493,20190420-3-5
20190524-0036-1,7.283388998770167,7.942008077432821,7.612698538101494,0.32930953933132656,17.480776437849002,12.368543296831984,14.924659867340493,2.556116570508509,25.596522000000054,28.956544000000118,28.956544000000118,25.596522000000054,29.97456800000009,7.732384420700207,16.246939401567786,5.182494274931307,6.429850435490343,5.806172355210825,0.6236780802795181,19.465003340878514,17.613179384069646,18.539091362474082,0.9259119784044341,28.670466000000058,26.94616400000004,26.94616400000004,28.670466000000058,28.76613599999999,5.246528869338218,17.103763123898066,20190524-0036-1
20190524-0036-2,3.548902372395435,4.431088981645118,3.9899956770202767,0.44109330462484153,23.91654137816659,23.8344332442264,23.875487311196494,0.04105406697009428,36.53935499999977,35.72551299999975,35.72551299999975,36.53935499999977,36.53935499999977,3.548902372395435,23.8344332442264,5.008556491138205,5.160508775994667,5.084532633566436,0.07597614242823081,20.945328960244318,20.819734739191553,20.882531849717935,0.06279711052638248,40.81459199999989,40.718752999999936,40.718752999999936,40.81459199999989,40.81459199999989,5.008556491138205,20.819734739191553,20190524-0036-2
20190524-0036-3,4.5753304872965055,4.827267114244378,4.7012988007704415,0.12596831347393644,20.276482754769283,19.904909278683487,20.090696016726383,0.18578673804289814,52.800074999999886,52.70498500000002,52.70498500000002,52.800074999999886,52.800074999999886,4.5753304872965055,19.904909278683487,4.654627971344965,5.491504405461988,5.073066188403477,0.4184382170585117,22.087699617480283,20.542116776887042,21.314908197183662,0.7727914202966204,46.70133899999985,46.5069699999999,46.5069699999999,46.70133899999985,46.70133899999985,4.654627971344965,20.542116776887042,20190524-0036-3
20190524-0036-4,4.812724880049392,5.027025400673969,4.919875140361681,0.10715026031228847,20.73051185742532,16.0181065768947,18.37430921716001,2.3562026402653107,34.1008099999998,32.90215499999977,32.90215499999977,34.1008099999998,34.1008099999998,4.812724880049392,16.0181065768947,5.0345216847674745,6.313112553582847,5.673817119175161,0.6392954344076864,19.693885177590328,17.452227603634693,18.57305639061251,1.1208287869778175,31.99268199999995,30.67493599999989,30.67493599999989,31.99268199999995,32.8229409999999,5.591407507558265,17.213956234952754,20190524-0036-4
20190524-0036-5,5.360021075075064,6.728114238247915,6.04406765666149,0.6840465815864256,24.427857188215647,14.458540587339895,19.443198887777772,4.984658300437876,35.854437999999845,47.23902499999974,47.23902499999974,35.854437999999845,47.55350299999941,6.240212664693015,24.14255905136172,3.4987452577549867,4.755898138275182,4.127321698015084,0.6285764402600975,23.86487310384873,17.138088062309855,20.501480583079292,3.3633925207694375,49.26940300000035,52.505255000000155,52.505255000000155,49.26940300000035,52.82003400000019,4.021106685373719,23.79760185571983,20190524-0036-5
20190524-0036-6,6.624556608683875,7.668064156344452,7.146310382514164,0.5217537738302886,15.623742928989827,13.32909681271925,14.476419870854539,1.1473230581352887,27.118244000000463,28.139640999999987,28.139640999999987,27.118244000000463,31.27778200000012,7.389623778344135,14.484828096424609,6.527427542661966,7.995298813748504,7.261363178205235,0.7339356355432689,15.330796041178605,11.277255505160143,13.304025773169375,2.0267702680092308,11.771835999999896,22.139752999999924,22.139752999999924,11.771835999999896,25.37646699999982,7.920333803172582,11.360274080936186,20190524-0036-6
20190524-0103-1,6.127533949558567,6.9778668639040635,6.552700406731315,0.4251664571727485,18.41618839358129,18.27300344180213,18.34459591769171,0.07159247588958095,34.249078999999995,33.04146400000002,33.04146400000002,34.249078999999995,34.249078999999995,6.127533949558567,18.27300344180213,5.974500584064697,5.974500584064697,5.974500584064697,0.0,23.463799732840773,23.463799732840773,23.463799732840773,0.0,33.29899899999998,33.29899899999998,33.29899899999998,33.29899899999998,33.41610900000001,6.224088484904763,23.323656349379558,20190524-0103-1
20190524-0103-2,4.454832441877191,6.0385820248913396,5.2467072333842655,0.7918747915070741,22.44992777406616,19.079586603644227,20.764757188855192,1.685170585210967,31.162919999999986,29.63969800000007,29.63969800000007,31.162919999999986,31.665821999999928,5.572783395091305,21.063969452928518,4.410148940814167,5.246331173095832,4.828240056955,0.4180911161408325,22.309582295718304,21.04879141761684,21.67918685666757,0.6303954390507318,45.690896000000066,42.23332700000003,42.23332700000003,45.690896000000066,45.690896000000066,4.410148940814167,21.04879141761684,20190524-0103-2
20190524-0103-3,4.398184979409833,6.339776912039317,5.368980945724575,0.9707959663147419,21.182913232276455,15.309634419089749,18.2462738256831,2.936639406593353,29.256837999999906,27.81795600000009,27.81795600000009,29.256837999999906,31.286547999999925,5.882437992594283,13.559687525657122,5.01659634806988,5.512051203020159,5.264323775545019,0.24772742747513954,16.85361683427579,16.546997892157155,16.700307363216474,0.15330947105931791,56.35700099999997,56.758623000000064,56.758623000000064,56.35700099999997,57.16916100000003,5.344183749935447,16.610339089247244,20190524-0103-3
20190524-0103-4,5.762688707150833,7.952316683806869,6.857502695478851,1.094813988328018,13.52050968443885,9.915262002460024,11.717885843449437,1.8026238409894129,50.10331599999995,48.48245299999997,48.48245299999997,50.10331599999995,50.41523799999993,5.980440742102503,9.619544690531514,5.095043746441644,6.575199278050947,5.835121512246296,0.7400777658046516,14.01838988024866,8.846261628536881,11.432325754392771,2.5860641258558896,60.221869999999974,51.793364000000004,51.793364000000004,60.221869999999974,61.028025999999954,6.502737989279777,8.986132779487173,20190524-0103-4
20190524-0103-5,4.913826520909966,4.948694823730868,4.931260672320417,0.017434151410451015,19.971642994965386,17.898623837852174,18.93513341640878,1.0365095785566059,32.117549000000054,34.858789000000115,34.858789000000115,32.117549000000054,36.77660400000003,6.021652428571466,15.953655681176414,4.783539701341443,4.783539701341443,4.783539701341443,0.0,21.64353281697568,21.64353281697568,21.64353281697568,0.0,50.88376900000003,50.88376900000003,50.88376900000003,50.88376900000003,70.99978099999976,5.8897278613585256,9.774842753814287,20190524-0103-5
