,Min_airspeed1_OFF,Min_airspeed2_OFF,Min_airspeedave_OFF,Min_airspeedave_err_OFF,Max_pitchangle1_OFF,Max_pitchangle2_OFF,Max_pitchangleave_OFF,Max_pitchangleave_err_OFF,timeMin_airspeed1_OFF,timeMin_airspeed2_OFF,timeMax_pitchangle1_OFF,timeMax_pitchangle2_OFF,time_fin_OFF,Airspeed_fin_OFF,Pitchangle_fin_OFF,Min_airspeed1_ON,Min_airspeed2_ON,Min_airspeedave_ON,Min_airspeedave_err_ON,Max_pitchangle1_ON,Max_pitchangle2_ON,Max_pitchangleave_ON,Max_pitchangleave_err_ON,timeMin_airspeed1_ON,timeMin_airspeed2_ON,timeMax_pitchangle1_ON,timeMax_pitchangle2_ON,time_fin_ON,Airspeed_fin_ON,Pitchangle_fin_ON,casename
20190524-2241-1,4.9416949352748,5.63945300300446,5.29057396913963,0.3488790338648302,17.162843373832327,14.969637416365929,16.06624039509913,1.0966029787331992,37.54703599999982,38.07520399999999,38.07520399999999,37.54703599999982,48.2174819999999,5.259654360183553,7.812835226497669,2.2100452918685507,5.032261092044842,3.6211531919566964,1.4111079000881457,18.897763305688567,17.60753681137417,18.25265005853137,0.6451132471571981,53.71465000000011,57.57731000000024,57.57731000000024,53.71465000000011,64.06795600000021,5.676457803200215,14.598389943103573,20190524-2241-1
20190524-2319-1,5.896800840754996,6.5678014232006285,6.232301131977812,0.3355002912228162,19.508119025565428,17.692927168544497,18.60052309705496,0.9075959285104656,32.68068000000001,33.197293999999985,33.197293999999985,32.68068000000001,36.242990999999975,6.225989449092399,17.172258594674627,7.863570826916548,9.345943964336056,8.604757395626303,0.7411865687097543,12.957266562611506,10.356607135659342,11.656936849135423,1.3003297134760823,3.675797000000017,2.3403690000000097,2.3403690000000097,3.675797000000017,8.038688000000008,8.726237306207228,12.650749577475665,20190524-2319-1
20190524-2319-2,5.835807552424145,6.753821608331305,6.294814580377725,0.45900702795358006,20.258809536157226,16.93442839663383,18.59661896639553,1.662190569761698,24.353005999999993,24.66784200000001,24.66784200000001,24.353005999999993,25.774910000000034,6.5905101262821075,16.74528303999795,5.463770030926095,5.977200348142588,5.720485189534342,0.2567151586082468,20.63979434151818,18.075075729852763,19.35743503568547,1.282359305832708,24.986234999999965,25.391470999999967,25.391470999999967,24.986234999999965,27.325003999999982,5.712453308090789,20.088202853277565,20190524-2319-2
20190524-2319-3,4.12831118976592,4.12831118976592,4.12831118976592,0.0,20.02336375472194,20.02336375472194,20.02336375472194,0.0,45.57507800000002,45.57507800000002,45.57507800000002,45.57507800000002,45.57507800000002,4.12831118976592,20.02336375472194,4.758414257438412,5.157129911873262,4.957772084655836,0.1993578272174248,21.0593658858626,20.115377693607897,20.58737178973525,0.4719940961273519,47.24556200000001,46.41535700000003,46.41535700000003,47.24556200000001,47.4375690000001,4.811962553070278,20.065247907520657,20190524-2319-3
20190524-2319-4,4.657540309645294,6.060728741614878,5.359134525630086,0.7015942159847919,18.44238038809264,17.193976163202347,17.818178275647494,0.6242021124451469,35.431686000000006,33.50869799999998,33.50869799999998,35.431686000000006,35.55131399999982,4.777529989616959,17.724979979068216,8.634792934529086,9.871536670970402,9.253164802749744,0.6183718682206578,8.934105743728507,5.225349716912314,7.0797277303204105,1.8543780134080965,6.7065110000000905,3.0484650000000784,3.0484650000000784,6.7065110000000905,7.113491000000068,9.479174642880523,3.968363358855005,20190524-2319-4
20190524-2319-5,4.5628437406719815,6.38402435265785,5.473434046664916,0.9105903059929341,19.968050965483663,18.86475678976,19.416403877621832,0.5516470878618307,41.313600999999956,47.30218100000002,47.30218100000002,41.313600999999956,47.923317,5.844245768469921,16.370975807775444,4.6853430209600235,7.638631984171416,6.16198750256572,1.476644481605696,22.34865999672699,17.53650651196968,19.942583254348335,2.406076742378655,32.002178999999835,26.027648000000003,26.027648000000003,32.002178999999835,46.93098200000009,5.1711608114873835,21.000038574468807,20190524-2319-5
20190524-2350-1,5.566414172663883,7.5231485601386465,6.544781366401265,0.9783671937373817,19.876767001447508,19.105993672353662,19.491380336900583,0.38538666454692283,41.928105999999964,31.367029,31.367029,41.928105999999964,41.928105999999964,5.566414172663883,19.105993672353662,5.123639111724272,6.410979091778726,5.767309101751499,0.6436699900272269,21.296754566815547,14.91353140860188,18.105142987708714,3.1916115791068336,36.066073999999965,20.324683999999987,20.324683999999987,36.066073999999965,40.031376999999964,5.172868511839579,17.875548980870473,20190524-2350-1
20190524-2350-2,5.8666882131068325,6.112587680992923,5.989637947049878,0.1229497339430452,16.886422349429914,11.706252663751714,14.296337506590813,2.5900848428391,33.303245000000004,38.476755000000075,38.476755000000075,33.303245000000004,40.696128000000044,6.636365019026825,15.26429353776272,4.530624285674028,6.4540123074722135,5.492318296573121,0.9616940108990928,18.077280386879693,13.984623805882395,16.030952096381043,2.046328290498649,31.98521200000016,27.115447000000014,27.115447000000014,31.98521200000016,31.98521200000016,4.530624285674028,13.984623805882395,20190524-2350-2
20190524-2350-3,4.70447128707962,6.4501508529315625,5.5773110700055915,0.8728397829259711,16.943203497505756,15.476685087135058,16.209944292320408,0.733259205185349,63.96045700000013,39.109021999999975,39.109021999999975,63.96045700000013,64.48801500000013,5.132166137669702,14.586857218329726,4.634895472496551,5.305063985842922,4.9699797291697365,0.3350842566731851,19.85225783377636,16.47765743771174,18.164957635744052,1.6873001980323092,49.08048599999995,46.84436399999981,46.84436399999981,49.08048599999995,49.68280899999991,5.1048621948054524,16.672606693508698,20190524-2350-3
20190524-2350-4,4.961217971614167,6.07960434487993,5.5204111582470485,0.5591931866328812,20.28931780804142,12.41435070721972,16.35183425763057,3.9374835504108505,52.68718100000001,47.41459199999997,47.41459199999997,52.68718100000001,68.42675199999996,5.135638389047906,16.42967041273095,4.192563796003198,5.755190785318336,4.973877290660767,0.781313494657569,23.6655091498694,20.210902225701307,21.938205687785356,1.7273034620840466,45.801960000000115,50.471198000000065,50.471198000000065,45.801960000000115,50.471198000000065,5.755190785318336,23.6655091498694,20190524-2350-4
20190524-2350-5,5.358605767290292,7.5320932729187025,6.445349520104497,1.0867437528142054,13.907101389013839,6.654752885497787,10.280927137255812,3.6261742517580258,36.76625200000012,22.558643999999962,22.558643999999962,36.76625200000012,44.99476800000002,6.64016683614896,12.732358007218885,4.6914385086684725,5.471851500674523,5.081645004671498,0.39020649600302537,21.91308266906948,18.812075620311195,20.362579144690336,1.5505035243791436,47.836329999999855,46.817210999999816,46.817210999999816,47.836329999999855,47.928795999999686,4.808231216090851,18.012424863110805,20190524-2350-5
20190525-0017-1,6.782635586868698,7.7805354139221725,7.281585500395435,0.49894991352673745,14.544285493916178,13.202615499486285,13.873450496701231,0.6708349972149463,19.51127399999996,10.55254500000001,10.55254500000001,19.51127399999996,19.51127399999996,6.782635586868698,13.202615499486285,7.087369924390671,7.506471179182031,7.296920551786352,0.20955062739567998,15.514919661881109,6.208565929180998,10.861742795531054,4.653176866350055,16.136745000000047,32.19714899999997,32.19714899999997,16.136745000000047,34.12620700000005,7.283571527072826,14.02043303025324,20190525-0017-1
20190525-0017-2,6.8712941107560965,8.283333644212679,7.577313877484388,0.706019766728291,18.75043803859769,14.552229714777953,16.651333876687822,2.0991041619098683,33.01256599999999,28.958214,28.958214,33.01256599999999,33.630453999999986,6.928575382306389,17.025473088178114,7.050002181625332,7.9034475013222325,7.476724841473782,0.42672265984845037,19.342989944403783,15.631611066856234,17.48730050563001,1.8556894387737746,23.568325000000076,38.40967699999999,38.40967699999999,23.568325000000076,39.11462200000005,7.682327545865265,17.889013069347733,20190525-0017-2
20190525-0017-3,6.048604215992618,7.610738911007039,6.829671563499828,0.7810673475072107,19.029069839313863,10.570440091403995,14.799754965358929,4.229314873954934,28.550761999999853,38.90889599999997,38.90889599999997,28.550761999999853,41.349804000000006,7.849688715470376,8.631628552696691,6.360585090514338,6.365557173575759,6.363071132045048,0.0024860415307106365,18.97063463572938,17.981410237491147,18.476022436610265,0.4946121991191159,48.13176399999998,47.91886299999999,47.91886299999999,48.13176399999998,48.22796699999981,6.433973731947981,17.182403578593238,20190525-0017-3
20190525-0017-4,5.429099926884343,8.187496606857364,6.808298266870853,1.3791983399865102,19.029370872256386,7.877379682686358,13.453375277471372,5.575995594785015,22.239526000000186,19.0984900000002,19.0984900000002,22.239526000000186,22.239526000000186,5.429099926884343,7.877379682686358,6.541501400393175,8.255750259397127,7.398625829895151,0.857124429501976,16.904516625234653,10.897952867614515,13.901234746424585,3.0032818788100686,29.97555100000023,37.50164700000039,37.50164700000039,29.97555100000023,37.50164700000039,8.255750259397127,16.904516625234653,20190525-0017-4
20190525-0017-5,7.181969149569228,7.181969149569228,7.181969149569228,0.0,16.683960045876056,16.683960045876056,16.683960045876056,0.0,28.225697000000075,28.225697000000075,28.225697000000075,28.225697000000075,28.225697000000075,7.181969149569228,16.683960045876056,6.864387197848604,7.069756264942924,6.967071731395764,0.10268453354716023,19.300513446141235,19.19953898788005,19.250026217010642,0.050487229130592226,31.989909000000125,31.89676799999995,31.89676799999995,31.989909000000125,31.989909000000125,6.864387197848604,19.19953898788005,20190525-0017-5
20190525-0017-6,6.39685628156874,6.39685628156874,6.39685628156874,0.0,17.805746481345146,17.805746481345146,17.805746481345146,0.0,28.54749800000013,28.54749800000013,28.54749800000013,28.54749800000013,35.6776060000002,6.505353869760952,16.510515844694748,6.369858744737186,7.579683898438313,6.97477132158775,0.6049125768505634,16.602582181071018,15.305329985018695,15.953956083044856,0.6486260980261616,22.944146000000053,20.80198700000005,20.80198700000005,22.944146000000053,22.944146000000053,6.369858744737186,15.305329985018695,20190525-0017-6
20190525-0137-1,6.805937121755532,7.160583716660942,6.9832604192082375,0.17732329745270503,17.505843029942337,15.669560616823508,16.587701823382922,0.9181412065594143,27.924042999999987,28.33210799999995,28.33210799999995,27.924042999999987,36.853499,7.492105642586182,12.703201659542026,6.316160630257134,7.661592472558173,6.988876551407653,0.6727159211505196,16.176753248118597,12.369346055642266,14.27304965188043,1.9037035962381657,39.337491,34.66697400000001,34.66697400000001,39.337491,39.84147900000002,6.989649823551633,15.67993998858454,20190525-0137-1
20190525-0137-2,6.863777598500858,7.003379885648688,6.933578742074773,0.06980114357391543,9.675101820630047,8.946579973666276,9.31084089714816,0.36426092348188543,32.11898300000001,32.310338,32.310338,32.11898300000001,33.03089500000005,7.297954040793098,9.57396964524653,6.830923701908293,8.01565269693177,7.423288199420032,0.5923644975117388,17.574069454343125,16.749034384645007,17.161551919494066,0.4125175348490586,32.002395000000035,31.477421000000106,31.477421000000106,32.002395000000035,32.002395000000035,6.830923701908293,16.749034384645007,20190525-0137-2
20190525-0137-3,5.641589479510888,7.318186267643466,6.4798878735771765,0.8382983940662894,16.45053372703951,14.900332920611351,15.67543332382543,0.7751004032140791,38.200344999999906,34.340858000000075,34.340858000000075,38.200344999999906,38.2963210000001,5.709849460935413,14.750970338308225,6.766140183614189,7.004601750434087,6.885370967024138,0.1192307834099493,12.839144543260335,11.243436001945494,12.041290272602915,0.797854270657421,39.696230000000014,39.912515000000035,39.912515000000035,39.696230000000014,40.43032000000017,8.072168576248801,11.31914076748501,20190525-0137-3
20190525-0220-1,6.693581206603911,6.8733088259688495,6.783445016286381,0.08986380968246932,18.585404703242236,18.361753475388447,18.473579089315344,0.11182561392689472,25.39860999999999,25.281149,25.281149,25.39860999999999,25.58784600000001,6.705497937373901,17.564987940610134,6.178090831054461,7.203653342639316,6.6908720868468885,0.5127812557924276,25.256903971023178,21.71773483855359,23.487319404788384,1.7695845662347942,32.22082499999999,42.08151899999999,42.08151899999999,32.22082499999999,42.80300399999999,6.739138048802457,23.187139241077947,20190525-0220-1
20190525-0220-2,6.927728403546396,7.392590240015989,7.160159321781192,0.2324309182347961,20.2614254650127,18.974558231445528,19.617991848229114,0.6434336167835859,28.75933800000007,29.37793500000004,29.37793500000004,28.75933800000007,30.898160000000075,7.582352665048147,15.44501794947577,6.217634138654881,6.739046792217468,6.478340465436174,0.26070632678129346,20.98846875590295,13.806891630953428,17.39768019342819,3.590788562474761,28.438247000000054,39.720021999999965,39.720021999999965,28.438247000000054,40.32191599999993,7.2173992767005775,20.857661411985358,20190525-0220-2
20190525-0220-3,7.416058920798851,7.964298906207472,7.6901789135031615,0.27411999270431053,13.963748063593874,13.488664556030026,13.72620630981195,0.23754175378192421,38.61807599999986,41.87035900000001,41.87035900000001,38.61807599999986,42.27710500000001,7.4985390062984525,13.19980983695172,5.801774775661468,5.801774775661468,5.801774775661468,0.0,20.250650489195046,20.250650489195046,20.250650489195046,0.0,35.45661199999984,35.45661199999984,35.45661199999984,35.45661199999984,35.45661199999984,5.801774775661468,20.250650489195046,20190525-0220-3
20190525-0220-4,6.82108501459221,6.947599939032009,6.88434247681211,0.06325746221989936,19.6187187774744,19.488387175941728,19.553552976708062,0.06516580076633538,30.958586999999966,31.05448200000001,31.05448200000001,30.958586999999966,31.05448200000001,6.947599939032009,19.6187187774744,6.902775074058442,7.94197293972915,7.422374006893796,0.5195989328353541,15.758725666575911,9.273471168780617,12.516098417678265,3.242627248897647,44.50132999999993,38.29030299999988,38.29030299999988,44.50132999999993,45.01339299999995,7.2563872840865775,10.119572957135368,20190525-0220-4
20190525-0220-5,6.5450049153170475,7.370216435839075,6.957610675578062,0.4126057602610138,16.432111372963067,10.118721388628575,13.275416380795821,3.156694992167246,28.64477600000009,41.66757400000006,41.66757400000006,28.64477600000009,41.763952000000025,7.305219175979308,16.395295724566335,5.915462171213868,5.915462171213868,5.915462171213868,0.0,26.793757708142554,26.793757708142554,26.793757708142554,0.0,48.75237900000013,48.75237900000013,48.75237900000013,48.75237900000013,49.16223400000001,6.418597332013031,24.20887092117096,20190525-0220-5
20190525-0220-6,6.250098335095898,6.780977765355674,6.515538050225786,0.26543971512988795,18.368491393149377,13.038651990315742,15.70357169173256,2.6649197014168173,37.56613500000003,44.578357000000096,44.578357000000096,37.56613500000003,52.1828640000001,8.018711716271067,17.704709069236433,5.381986373624589,6.7447803461389295,6.06338335988176,0.68139698625717,21.203955994267005,15.631903334469971,18.417929664368486,2.786026329898517,42.646743000000015,40.81876499999999,40.81876499999999,42.646743000000015,43.16040599999997,6.089727835759548,18.478183110923645,20190525-0220-6
20190525-2109-1,6.8993355682707636,7.1559348429401135,7.0276352056054385,0.12829963733467498,15.583930906441665,12.614603781535981,14.099267343988824,1.484663562452842,41.21407299999999,44.87997099999998,44.87997099999998,41.21407299999999,45.87828500000001,7.329896502854912,12.509692263729342,7.179681434693322,7.967197892749605,7.573439663721464,0.39375822902814184,18.743160412219666,12.517151412123294,15.63015591217148,3.113004500048186,43.057112000000075,51.194232000000106,51.194232000000106,43.057112000000075,51.290963000000026,7.789120641430073,18.607940653188678,20190525-2109-1
20190525-2109-2,7.1216900540628,7.628751367748133,7.375220710905467,0.2535306568426665,15.21103258185811,11.423207283626494,13.317119932742301,1.8939126491158076,37.551499000000035,46.09508200000005,46.09508200000005,37.551499000000035,46.791999000000025,7.289807323730494,13.98257895689905,7.123613962505878,7.827421775834888,7.475517869170384,0.3519039066645049,16.094459275670555,14.136738371741044,15.115598823705799,0.9788604519647555,44.877809000000006,43.96835700000002,43.96835700000002,44.877809000000006,46.21174000000002,7.567160684796728,12.473949046350643,20190525-2109-2
20190525-2109-3,7.525547185701008,7.993421589226145,7.759484387463576,0.2339372017625685,15.070487480769598,13.024111286255634,14.047299383512616,1.0231880972569822,48.54148699999996,46.003962,46.003962,48.54148699999996,48.95116600000017,7.849816865595285,12.207382139906983,6.987585538461526,8.13073064988906,7.559158094175293,0.5715725557137668,17.375212245619995,15.583596082150493,16.479404163885242,0.8958080817347511,37.45917400000019,35.520748000000026,35.520748000000026,37.45917400000019,38.264837000000064,7.288457694621176,14.717306040919325,20190525-2109-3
20190525-2109-4,7.238443037880978,7.425262945984024,7.3318529919325,0.09340995405152297,15.571471150755052,12.086698279935213,13.829084715345132,1.7423864354099194,36.66734300000019,42.02814699999999,42.02814699999999,36.66734300000019,42.340697999999975,7.427395184232981,14.69807605322758,7.162243071921202,7.901977382679019,7.532110227300111,0.3698671553789086,15.911600704801955,13.017134876586251,14.464367790694103,1.4472329141078522,45.9974679999998,40.2034890000001,40.2034890000001,45.9974679999998,46.599614000000095,7.6727350651233746,13.980770053397233,20190525-2109-4
20190525-2109-5,6.888776697885505,8.189365866085764,7.539071281985635,0.6502945841001293,15.987419839305973,13.689773285070393,14.838596562188183,1.1488232771177902,43.555228000000064,49.43403999999998,49.43403999999998,43.555228000000064,51.97857099999999,7.507547885182808,12.206423968450851,7.238449274925247,7.772017418181845,7.5052333465535455,0.26678407162829876,17.93872267243734,11.604915304921123,14.771818988679232,3.1669036837581084,47.610748999999934,49.23336900000004,49.23336900000004,47.610748999999934,49.73681099999954,7.527613081463087,15.374208264743162,20190525-2109-5
20190525-2109-6,7.451315734285189,7.623052091441058,7.5371839128631235,0.08586817857793427,14.280680773240874,12.933458678551679,13.607069725896277,0.6736110473445978,50.03753400000005,49.73586899999986,49.73586899999986,50.03753400000005,52.987196999999924,7.855666269765125,13.121676411651867,7.197314892378084,7.313345210526282,7.255330051452183,0.05801515907409893,18.52573315721447,14.29605591143696,16.410894534325717,2.1148386228887555,42.952864999999974,46.31613500000003,46.31613500000003,42.952864999999974,47.417400000000036,7.231184778202615,16.806657616151064,20190525-2109-6
20190525-2141-1,6.567126282940648,8.033744171976997,7.300435227458822,0.7333089445181744,17.8260306820207,13.955540484401373,15.890785583211038,1.9352450988096637,47.41148599999998,50.2736660000001,50.2736660000001,47.41148599999998,59.401750000000035,7.452298802554183,16.287636233649234,7.021163117499793,7.43140401657825,7.226283567039021,0.20512044953922848,18.443086029705363,16.097615229499596,17.27035062960248,1.1727354001028836,47.94116500000007,49.2440200000001,49.2440200000001,47.94116500000007,49.2440200000001,7.43140401657825,18.443086029705363,20190525-2141-1
20190525-2141-2,6.29880886184459,6.605145369140552,6.451977115492571,0.15316825364798126,17.28374523608884,15.567148692644215,16.42544696436653,0.8582982717223127,63.542590000000075,63.35105600000009,63.35105600000009,63.542590000000075,63.943441000000064,6.733994891493751,13.649294911744454,6.842468552450793,8.17423123032766,7.508349891389226,0.6658813389384335,16.442677283403746,15.055697263916734,15.74918727366024,0.6934900097435062,59.193130000000004,57.982275000000136,57.982275000000136,59.193130000000004,60.72037900000015,7.057415889735028,10.085890701772598,20190525-2141-2
20190525-2141-4,6.813151872892451,7.625223512061795,7.2191876924771226,0.40603581958467183,16.018301263163988,11.650794227264345,13.834547745214167,2.183753517949821,64.47828900000025,63.17102299999999,63.17102299999999,64.47828900000025,65.09921700000018,6.9064248644036885,10.869029027817252,6.1104003256133845,6.449804767991044,6.2801025468022145,0.16970222118882994,21.70919091482623,21.621864142871793,21.66552752884901,0.04366338597721864,57.14414900000031,56.95214000000011,56.95214000000011,57.14414900000031,57.14414900000031,6.1104003256133845,21.621864142871793,20190525-2141-4
20190525-2141-5,6.7931387673769965,7.064735237501488,6.928937002439242,0.13579823506224553,16.118966181883167,13.58971218087057,14.854339181376869,1.264627000506298,49.31797900000015,51.972831000000156,51.972831000000156,49.31797900000015,51.972831000000156,7.064735237501488,16.118966181883167,6.673061787871018,8.036166560256863,7.35461417406394,0.6815523861929225,18.443308268094032,10.735269994079694,14.589289131086863,3.8540191370071692,47.32118100000002,57.16621799999972,57.16621799999972,47.32118100000002,60.012569000000106,7.3884720580752825,13.91730591235576,20190525-2141-5
20190525-2141-6,6.280186754432595,7.4998977325199006,6.890042243476248,0.6098554890436527,18.14491171960629,15.150083806133663,16.64749776286998,1.497413956736314,52.39353500000015,65.79604300000005,65.79604300000005,52.39353500000015,66.18965899999965,6.680973360543616,16.209556891422974,6.641155019677223,7.745457440975598,7.19330623032641,0.5521512106491877,18.19606732653762,11.214431046210146,14.705249186373884,3.4908181401637366,48.021541999999954,53.403943999999676,53.403943999999676,48.021541999999954,54.21653100000003,6.770133159788232,16.844534771487286,20190525-2141-6
20190525-2141-7,6.893168129339082,6.893168129339082,6.893168129339082,0.0,17.654741622033068,17.654741622033068,17.654741622033068,0.0,56.23847799999999,56.23847799999999,56.23847799999999,56.23847799999999,56.56395999999995,7.049029857317586,15.621664159699376,6.886987481571063,7.454870212817547,7.170928847194306,0.2839413656232419,19.14365102819409,14.653666802119998,16.898658915157043,2.2449921130370454,62.55643900000018,61.73875700000008,61.73875700000008,62.55643900000018,64.59495600000014,7.426677108312818,14.736903289718626,20190525-2141-7
20190525-2215-1,6.885608158738343,7.870632932468393,7.378120545603368,0.49251238686502496,17.990114832878273,13.524269216883708,15.75719202488099,2.2329228079972827,45.89889199999996,43.26105099999998,43.26105099999998,45.89889199999996,47.10095599999993,7.4615828308621825,15.193167973625936,6.7692180794434424,8.777320009347319,7.773269044395381,1.0040509649519382,19.16885119716727,15.693101914801463,17.430976555984365,1.7378746411829038,55.94928299999998,52.085534,52.085534,55.94928299999998,64.79607299999992,7.20830771164195,16.260688994647822,20190525-2215-1
20190525-2215-2,6.458667174635056,7.67625179078967,7.067459482712363,0.608792308077307,19.27168461488265,5.83557961607179,12.55363211547722,6.718052499405429,48.123941000000066,45.59064600000005,45.59064600000005,48.123941000000066,50.66769800000003,7.234202298496789,16.688624363799867,6.8190879529516435,7.487994276140034,7.153541114545838,0.33445316159419525,19.24178915275901,10.839239642054293,15.040514397406653,4.201274755352359,48.11131600000022,50.44768000000022,50.44768000000022,48.11131600000022,58.878039000000065,7.4653947271892225,14.404052238107333,20190525-2215-2
20190525-2215-3,6.582470787183879,6.582470787183879,6.582470787183879,0.0,22.01875764386789,22.01875764386789,22.01875764386789,0.0,58.069760000000095,58.069760000000095,58.069760000000095,58.069760000000095,58.069760000000095,6.582470787183879,22.01875764386789,6.998191745501393,7.2597110335416035,7.128951389521498,0.1307596440201051,19.39114424184121,18.07312362403369,18.73213393293745,0.6590103089037598,55.8403639999998,56.05698899999982,56.05698899999982,55.8403639999998,57.16779499999962,7.4472141062064425,17.55452598620133,20190525-2215-3
20190525-2215-4,6.651900835453677,7.753885042391727,7.202892938922702,0.5509921034690248,16.05895922583247,14.236187860047885,15.147573542940178,0.911385682892293,48.2096220000002,46.19897800000013,46.19897800000013,48.2096220000002,49.9450270000001,7.74680813818511,14.650986348409187,6.8092273289820255,7.221791734100155,7.01550953154109,0.20628220255906493,18.985645047658046,15.916887672065597,17.451266359861823,1.5343786877962247,48.64714600000002,56.038882999999934,56.038882999999934,48.64714600000002,58.475614999999955,7.417632877360853,14.035022438093385,20190525-2215-4
20190525-2215-5,6.824759765952562,7.282705788695806,7.053732777324184,0.22897301137162218,17.531428406216307,14.49806791621918,16.014748161217742,1.5166802449985637,49.647244,48.934365000000064,48.934365000000064,49.647244,49.86210200000005,6.896686123276548,15.817608160206964,6.888508874267738,6.904125011539713,6.896316942903725,0.007808068635987375,19.63930579665665,14.432001397734332,17.03565359719549,2.603652199461159,51.26363199999992,49.34568399999989,49.34568399999989,51.26363199999992,52.379543999999896,7.458428885038389,16.073465395206195,20190525-2215-5
20190525-2215-6,6.681488361445832,7.3012214079015445,6.991354884673688,0.3098665232278561,16.860298169122277,14.828111641931462,15.844204905526869,1.0160932635954074,49.03710799999999,45.90087999999992,45.90087999999992,49.03710799999999,49.03710799999999,6.681488361445832,14.828111641931462,8.616357232098952,9.986508646665976,9.301432939382465,0.6850757072835121,9.225371055219345,7.892195265644505,8.558783160431926,0.66658789478742,1.910709999999881,4.449967000000015,4.449967000000015,1.910709999999881,12.374542999999905,9.788794611245695,5.740916768954395,20190525-2215-6
20190525-2347-1,6.565770977381367,7.919384543079095,7.242577760230231,0.676806782848864,20.557663369308614,19.08790600264912,19.822784685978867,0.7348786833297467,17.873662000000024,14.007120000000045,14.007120000000045,17.873662000000024,17.873662000000024,6.565770977381367,19.08790600264912,5.947299751388558,5.947299751388558,5.947299751388558,0.0,15.301950695024773,15.301950695024773,15.301950695024773,0.0,33.327304,33.327304,33.327304,33.327304,33.327304,5.947299751388558,15.301950695024773,20190525-2347-1
20190525-2347-2,7.037117904152835,7.944088654186152,7.490603279169493,0.45348537501665875,16.362430909327195,7.123962367488646,11.74319663840792,4.619234270919274,29.84894500000007,43.85833800000007,43.85833800000007,29.84894500000007,43.950472000000154,7.989467506430311,16.10358536361857,5.4164812631749095,6.829285851966606,6.122883557570757,0.7064022943958483,16.38749695906121,9.873216718791436,13.130356838926323,3.2571401201348866,55.951638,51.79006100000004,51.79006100000004,55.951638,56.66134299999999,6.66125703176325,12.733078169956965,20190525-2347-2
20190525-2347-3,5.696624957054211,6.015251637525227,5.855938297289719,0.15931334023550825,18.761346165297454,15.581964188766232,17.171655177031845,1.5896909882656107,26.69694099999998,33.189271000000076,33.189271000000076,26.69694099999998,34.09262300000006,5.785385734799472,17.60701403169512,5.85188261961115,6.944897278800918,6.398389949206034,0.5465073295948839,17.964832063685733,16.659336936763758,17.312084500224746,0.6527475634609878,49.35521000000006,46.50821899999993,46.50821899999993,49.35521000000006,49.45102900000018,5.980142684523377,16.788266845673995,20190525-2347-3
20190525-2347-4,6.030743082487152,6.717331281151003,6.3740371818190775,0.3432940993319251,16.49257152875107,15.3856375785192,15.939104553635136,0.5534669751159358,29.33728700000017,26.403298000000177,26.403298000000177,29.33728700000017,29.433349000000018,6.11928810730247,15.55332816001758,5.7725196339391935,6.330030740719101,6.051275187329147,0.2787555533899537,23.077807836237007,17.35714911494064,20.217478475588823,2.8603293606481834,36.16102799999987,49.25334999999996,49.25334999999996,36.16102799999987,49.25334999999996,6.330030740719101,23.077807836237007,20190525-2347-4
20190525-2347-5,5.691648813305457,5.691648813305457,5.691648813305457,0.0,16.45951104645369,16.45951104645369,16.45951104645369,0.0,25.51037799999983,25.51037799999983,25.51037799999983,25.51037799999983,25.51037799999983,5.691648813305457,16.45951104645369,5.782980872727348,5.782980872727348,5.782980872727348,0.0,17.66752228114528,17.66752228114528,17.66752228114528,0.0,38.398580999999815,38.398580999999815,38.398580999999815,38.398580999999815,40.222560999999814,6.591905274370824,13.518607262437696,20190525-2347-5
20190525-2347-6,6.152300531139357,6.238134607527323,6.19521756933334,0.04291703819398318,14.83838605300391,13.478166836446853,14.15827644472538,0.6801096082785287,39.62638199999992,37.282172999999936,37.282172999999936,39.62638199999992,39.725190000000005,6.216234790111817,13.583143698837755,5.985404644811152,7.18797387455266,6.586689259681906,0.601284614870754,14.835427788292645,9.904926314331346,12.370177051311995,2.465250736980649,34.02723600000036,31.08578000000057,31.08578000000057,34.02723600000036,34.62680900000032,6.856645385130426,10.434976890581801,20190525-2347-6
20190525-2347-7,5.127791179298772,5.50427060081097,5.31603089005487,0.18823971075609913,14.24307300986408,12.780873628405216,13.511973319134647,0.7310996907294323,28.762468000000357,29.16057000000001,29.16057000000001,28.762468000000357,29.66329300000029,5.5272161757445515,13.070191799223736,6.248323258209683,6.909772657075084,6.579047957642384,0.33072469943270066,15.532522205220904,13.614130554820605,14.573326380020754,0.9591958252001493,30.67116800000031,31.478558000000017,31.478558000000017,30.67116800000031,32.194548000000395,6.391308684892337,11.220042350042252,20190525-2347-7
20190712-2-1,7.1298350365812855,8.721817926622155,7.92582648160172,0.7959914450204346,13.611783918886024,11.898886179419467,12.755335049152745,0.8564488697332786,57.4596549999999,49.55095299999991,49.55095299999991,57.4596549999999,58.28534699999997,7.316219701465322,11.882496399195741,6.479146462132249,7.571668610577942,7.025407536355095,0.5462610742228464,14.854984749824755,12.725288043015835,13.790136396420294,1.06484835340446,41.31718399999994,39.08358700000008,39.08358700000008,41.31718399999994,41.31718399999994,6.479146462132249,12.725288043015835,20190712-2-1
