,Unnamed: 0,timestamp,thrustinput,Position state,Position state2,PA-ON,PA-ON2,Airspeed[m/s],Differential Pressure[Pa],GPS Altitude[m],GPS Noise Magitude/ms,GPS Satellite Num.,Horizontal accuracy[m],Vertical accuracy[m],Groundspeed[m/s],Roll control,Pitch control,Yaw control,Thrust control,Roll Angular Rate[deg/s],Pitch Angular Rate[deg/s],Yaw Angular Rate[deg/s],Roll angle[deg],Pitch angle[deg],Yaw angle[deg],Local X[m],Local Y[m],X-velocity[m/s],Y-Velocity[m/s],Z-Velocity[m/s],altitude set position,altitude(Tecs),airspeed set position,airspeed(Tecs),X-acceleration[m/s^2],Y-acceleration[m/s^2],Z-acceleration[m/s^2],Battery Voltage[V],Battery Current[A],Inst. power[Ws],Body_Uvelocity[m/s],Body_Vvelocity[m/s],Body_Wvelocity[m/s],A.O.A.[deg]
7702,7702,0.0,0.0,2500.0,-2500.0,2500.0,-2500.0,12.581344438823715,96.95276068090293,103.3539075353853,106.0,12.0,2.772199164594364,3.34295744864241,12.638873272502911,-0.5323936724221365,-0.3490986794281309,-0.06957892041258736,0.12907673971608125,-0.9716780706329546,0.2410266170378216,0.42431511444669984,29.68439070589025,0.28697387820533,-10.346995677029225,-344.0347932371659,80.9946805386381,13.396373854997686,-3.241354001783333,-0.5934443177069002,177.54748999999995,182.31887689574523,6.000000346578751,12.501518829708932,-0.2906822460272189,0.00656455737957673,-12.84246114164226,15.521654858988855,1.5574729000000002e-19,2.4174556806028462e-18,13.763499290956151,-1.0422731691897191,-0.4517614514873837,-1.879953237780638
7703,7703,0.1166880000000674,0.0,2500.0,-2500.0,2500.0,-2500.0,12.57903413620648,96.91717158848594,103.3205122159721,106.0,12.0,2.7807659641599467,3.3544783964785245,12.611104834128685,-0.5217148582233047,-0.3689733273449522,-0.1033394859806082,0.10129887761957007,-0.8963600451651703,0.11247359721918276,0.4391625031057772,22.852150347174764,0.014597825683227568,-7.343600921537537,-342.46909603886536,80.65988703690854,13.545252821925326,-2.4156419432781737,-0.3883628561180241,177.54748999999995,182.27118267088608,6.0,12.411735687341785,0.2410054658172057,0.21457135763557855,-13.732813753053119,15.5251588381386,1.5574729000000002e-19,2.4180014158596357e-18,13.743011732853,-0.8139443310876975,-0.3544843738112422,-1.4775477456391963
7704,7704,0.21479900000008456,0.0,2500.0,-2500.0,2500.0,-2500.0,12.568647888957546,96.75718930366686,103.30410289469116,106.0,12.0,2.787968909382922,3.3641651827217416,12.587757195491186,-0.4092658665995342,-0.3680004389639508,-0.11701398449831933,0.08323174334839922,-1.024749053733721,0.10990782352794223,0.4700702887428422,16.926518209266213,-0.3915144721072604,-4.776251227012662,-341.14983229082844,80.47639166478481,13.557602942162214,-1.8979998274962364,-0.3049496197876041,177.54748999999995,182.2539277548097,6.0,12.35012537853045,-0.16202459640647468,-0.1902201011565085,-12.096742994255195,15.528104975687963,1.5574729000000002e-19,2.4184602687989167e-18,13.66615727783159,-0.8784953879813393,-0.3862959523111171,-1.619126378078067
7705,7705,0.3105580000002419,0.0,2500.0,-2500.0,2500.0,-2500.0,12.493711937995718,95.60685988138763,103.30414597600542,106.0,12.0,2.7949991795015343,3.373619749119644,12.564969266224447,-0.3257532083299174,-0.3697784489853081,-0.11843423906497758,0.07270513016070168,-0.8450298375864829,0.0897245745762695,0.41230133569284705,11.762123220485687,-0.5075492322145291,-2.364917504430919,-339.8678716622283,80.34109624916411,13.534496522932464,-1.5080906757100008,-0.2672616097317188,177.54748999999995,182.25042007794232,6.0,12.296037563678818,-0.2211609477275968,1.4865916773208592,-11.144043574122168,15.532618905241106,1.5574729000000002e-19,2.419163301094069e-18,13.582298136628554,-1.02729354519548,-0.3878547085571522,-1.6356878817767704
7706,7706,0.40666299999986677,0.0,2500.0,-2500.0,2500.0,-2500.0,12.373107534869614,93.76998594309308,103.30722544837411,106.0,12.0,2.8012881797376474,3.382328400923834,12.551584766871963,-0.2809270868319267,-0.3768120956822277,-0.11499559796124433,0.06785423239686811,-0.5620691201733088,0.06018526229562837,0.3646311864234073,8.27607130134007,-0.4094499651701765,-0.20280371903492228,-338.5954160980497,80.24431395597804,13.481804446598327,-1.1989869139696352,-0.2734234544747325,177.54748999999995,182.2487531017994,6.0,12.233204068523538,-0.435019209548411,2.2756710384688827,-10.901672545272728,15.539369430550229,1.5574729000000002e-19,2.4202146771170417e-18,13.48366561735446,-1.204458625860988,-0.3741658462781268,-1.5895250040510165
7707,7707,0.5011010000000624,0.0,2500.0,-2500.0,2500.0,-2500.0,12.230827509701033,91.62583747012279,103.31293649935036,106.0,12.0,2.806481429390716,3.389882081261381,12.550640084724751,-0.18507986207045368,-0.3883244377077615,-0.11909175889797907,0.06673793984481044,-0.4521395589051,0.09380947890704727,0.2841477081935723,5.673783598817511,-0.2275315546299229,1.499673003067176,-337.360807231456,80.18542262231952,13.4120029266482,-0.9372228104560512,-0.289845024597351,177.54748999999995,182.2511704617224,6.0,12.15069322568109,-0.08219029881416667,1.3325659222994726,-9.121993874818155,15.546002863869465,1.5574729000000002e-19,2.421247816379908e-18,13.381624138066408,-1.3218097728658975,-0.3464225317174008,-1.4829378338087644
7708,7708,0.6207529999999224,0.0,2500.0,-2500.0,2500.0,-2500.0,11.95338508073016,87.51611355397742,103.32129043905334,106.0,12.0,2.8118889170811845,3.3993172945958086,12.500893625705936,-0.11159479510627936,-0.4058866038702384,-0.11641968534640615,0.06836197488376991,-0.3240765075794124,0.06152990630283287,0.12121178527560325,2.9753970915782557,0.05244215949169392,2.8166539337180825,-335.8157151461827,80.14327894926167,13.302318458674078,-0.6514724488544094,-0.35012604277680764,177.54748999999995,182.2573205403254,6.0,12.002208919647973,-1.262486866921,2.947992904985038,-10.036886246604974,15.553000528998997,1.5574729000000002e-19,2.42233768376016e-18,13.25454937870999,-1.32190626305074,-0.33634493883170163,-1.4536149112450274
7709,7709,0.7170619999999417,0.0,2500.0,-2500.0,2500.0,-2500.0,11.703187925774815,83.8908848671483,103.32729022376023,106.0,12.0,2.8151567464389715,3.4067866655254555,12.415930529236231,-0.045229200331730016,-0.42041869541261895,-0.10242255651438226,0.07272927812909666,0.01144914950265815,0.03685583193326769,0.031548592765629886,2.3870826945467822,0.2446184020698657,3.178346502645681,-334.5900266282929,80.13514834030205,13.204420191572785,-0.4690943407983357,-0.4595296457756509,177.54748999999995,182.26070003982034,6.0,11.83826872554627,0.12399160203691095,0.9384063464509879,-8.239573155681803,15.557099826940467,1.5574729000000002e-19,2.4229761383054473e-18,13.159942452964351,-1.2172695176929504,-0.39787315935415984,-1.7317333126755243
7710,7710,0.8255460000000312,0.0,2500.0,-2500.0,2500.0,-2500.0,11.417446126910974,79.84431586642823,103.33391856307249,106.0,12.0,2.8183699950522074,3.4151097673476136,12.316220675813579,0.009015027300211031,-0.4321673383498005,-0.08659003605186022,0.0791936228041006,0.1980396864394772,-0.047016978677847786,-0.09995454574734068,3.345434241238035,0.23858173695311394,2.908336135706207,-333.22728942911584,80.14747416849455,13.088684732913887,-0.2598716297460373,-0.5437003012675979,177.54748999999995,182.260960855,6.0,11.612448428299867,-1.071666697275314,2.584597452683941,-9.59242341133671,15.561717341792484,1.5574729000000002e-19,2.4236953037301838e-18,13.060791657492599,-0.9521803560718136,-0.484639178512197,-2.1250661065815146
7711,7711,0.9210799999999608,0.0,2500.0,-2500.0,2500.0,-2500.0,11.347326067448675,78.86660506813865,103.32414451271795,106.0,12.0,2.820786473992228,3.4223593491622104,12.224874118018509,-0.029522745493186488,-0.4368336025208429,-0.07048665492927897,0.08560308247907378,0.22801948615247936,-0.04133123674511699,-0.1948788275498492,4.688640620824937,0.08363619087855673,2.1198536918641264,-332.04820060631863,80.18259079005225,12.986192180416387,-0.08005467509513893,-0.6306459921451051,177.54748999999995,182.2580130131441,6.0,11.409853491178986,-0.5767656978466518,2.201865996335559,-9.516225659944318,15.564855405952803,1.5574729000000002e-19,2.4241840487189998e-18,12.975250428133792,-0.6103597945217396,-0.6088413511160389,-2.686535514595667
