Span,Chord,92-L-off,92-L-8-1,92-L-8-6,92-L-10-1,92-L-10-6,92-L-off2,92-M-off,92-M-8-1,92-M-8-6,92-M-10-1,92-M-10-6,92-M-off2,92-H-off,92-H-8-1,92-H-8-6,92-H-10-1,92-H-10-6,92-H-off2,90-L-off,90-L-8-1,90-L-8-6,90-L-10-1,90-L-10-6,90-L-off2,90-M-off,90-M-8-1,90-M-8-6,90-M-10-1,90-M-10-6,90-M-off2,90-H-off,90-H-8-1,90-H-8-6,90-H-10-1,90-H-10-6,90-H-off2,875-L-off,875-L-8-1,875-L-8-6,875-L-10-1,875-L-10-6,875-L-off2,875-M-off,875-M-8-1,875-M-8-6,875-M-10-1,875-M-10-6,875-M-off2,875-H-off,875-H-8-1,875-H-8-6,875-H-10-1,875-H-10-6,875-H-off2,85-L-off,85-L-8-1,85-L-8-6,85-L-10-1,85-L-10-6,85-L-off2,85-M-off,85-M-8-1,85-M-8-6,85-M-10-1,85-M-10-6,85-M-off2,85-H-off,85-H-8-1,85-H-8-6,85-H-10-1,85-H-10-6,85-H-off2,825-L-off,825-L-8-1,825-L-8-6,825-L-10-1,825-L-10-6,825-L-off2,825-M-off,825-M-8-1,825-M-8-6,825-M-10-1,825-M-10-6,825-M-off2,825-H-off,825-H-8-1,825-H-8-6,825-H-10-1,825-H-10-6,825-H-off2,80-L-off,80-L-8-1,80-L-8-6,80-L-10-1,80-L-10-6,80-L-off2,80-M-off,80-M-8-1,80-M-8-6,80-M-10-1,80-M-10-6,80-M-off2,80-H-off,80-H-8-1,80-H-8-6,80-H-10-1,80-H-10-6,80-H-off2,75-L-off,75-L-8-1,75-L-8-6,75-L-10-1,75-L-10-6,75-L-off2,75-M-off,75-M-8-1,75-M-8-6,75-M-10-1,75-M-10-6,75-M-off2,75-H-off,75-H-8-1,75-H-8-6,75-H-10-1,75-H-10-6,75-H-off2,70-L-off,70-L-8-1,70-L-8-6,70-L-10-1,70-L-10-6,70-L-off2,70-M-off,70-M-8-1,70-M-8-6,70-M-10-1,70-M-10-6,70-M-off2,70-H-off,70-H-8-1,70-H-8-6,70-H-10-1,70-H-10-6,70-H-off2,65-L-off,65-L-8-1,65-L-8-6,65-L-10-1,65-L-10-6,65-L-off2,65-M-off,65-M-8-1,65-M-8-6,65-M-10-1,65-M-10-6,65-M-off2,65-H-off,65-H-8-1,65-H-8-6,65-H-10-1,65-H-10-6,65-H-off2,60-L-off,60-L-8-1,60-L-8-6,60-L-10-1,60-L-10-6,60-L-off2,60-M-off,60-M-8-1,60-M-8-6,60-M-10-1,60-M-10-6,60-M-off2,60-H-off,60-H-8-1,60-H-8-6,60-H-10-1,60-H-10-6,60-H-off2,50-L-off,50-L-8-1,50-L-8-6,50-L-10-1,50-L-10-6,50-L-off2,50-M-off,50-M-8-1,50-M-8-6,50-M-10-1,50-M-10-6,50-M-off2,50-H-off,50-H-8-1,50-H-8-6,50-H-10-1,50-H-10-6,50-H-off2,40-L-off,40-L-8-1,40-L-8-6,40-L-10-1,40-L-10-6,40-L-off2,40-M-off,40-M-8-1,40-M-8-6,40-M-10-1,40-M-10-6,40-M-off2,40-H-off,40-H-8-1,40-H-8-6,40-H-10-1,40-H-10-6,40-H-off2
50,7.5,-1.451585722,-1.453355194,-1.456818861,-1.47867875,-1.471493333,-1.481816306,-2.343809139,-2.333167222,-2.348912972,-2.317295361,-2.350282722,-2.355825806,-0.459825841,-1.237671333,-0.666234139,-2.673301611,-2.759234722,-0.46918075,-1.49828675,-1.504880028,-1.508948861,-1.490791083,-1.510044694,-1.494480028,-2.263589167,-2.296259444,-2.319739833,-2.322668889,-2.333540167,-2.379307944,-0.437843194,-0.691442417,-0.702786222,-2.656979694,-2.962424278,-0.466852222,-1.537800583,-1.544769,-1.537293156,-1.523503333,-1.542802083,-1.53503427,-2.326367456,-2.37603825,-2.377087917,-2.376050917,-2.378256056,-2.372729667,-0.465604444,-0.714818639,-0.671009833,-2.675579917,-2.689519917,-0.48491275,-1.490514639,-1.523979856,-1.535471583,-1.532147917,-1.53587475,-1.522133556,-2.390273806,-2.358795417,-2.360780222,-2.341602667,-2.336054028,-2.352229722,-0.487691103,-0.743072917,-0.741535556,-2.91223325,-3.089170472,-0.480483222,-1.498304667,-1.504425611,-1.500265056,-1.495580611,-1.486243944,-1.490111444,-2.345360194,-2.35191625,-2.364329,-2.390038484,-2.379704306,-2.376991972,-0.464890056,-0.738766944,-0.701350278,-2.700246156,-2.819165083,-0.478996056,-1.482070389,-1.482801,-1.498806722,-1.45392025,-1.470940167,-1.445281472,-2.308594472,-2.314663861,-2.342342917,-2.358766389,-2.355423306,-2.357338333,-0.452864333,-0.647114389,-0.632932639,-1.915087639,-2.6448345,-0.458854806,-1.422096651,-1.431926806,-1.463504889,-1.484012,-1.476257111,-1.512510556,-2.379522508,-2.366884194,-2.344555028,-2.312867417,-2.349282917,-2.304439444,-0.451795151,-0.673456167,-0.693617667,-1.644495817,-2.113292889,-0.505833556,-1.508500913,-1.541577556,-1.537665278,-1.534605194,-1.549885778,-1.536941151,-2.412990972,-2.419481083,-2.402023444,-2.391683528,-2.388300008,-2.392773722,-0.500646756,-0.682596917,-0.7413795,-1.290649194,-1.626348167,-0.468175922,-1.526044417,-1.538136361,-1.527072722,-1.537737944,-1.535242083,-1.534625361,-2.378474583,-2.393183833,-2.407072722,-2.379668917,-2.408222417,-2.32661525,-0.452494028,-0.612392167,-0.642330667,-1.032920861,-1.252194611,-0.461410583,-1.495524278,-1.498146028,-1.488678675,-1.458306489,-1.47705727,-1.451038151,-2.436841639,-2.432683944,-2.441348111,-2.424968194,-2.411035278,-2.436009778,-0.474571528,-0.609361972,-0.75120496,-1.042979139,-1.100760833,-0.490103278,-1.479770389,-1.484320389,-1.509855306,-1.505933944,-1.520796333,-1.522283611,-2.383187167,-2.40180325,-2.398201639,-2.379378889,-2.396255917,-2.354591361,-0.482089722,-0.521037194,-0.625941056,-0.546910667,-0.599050028,-0.485934833,-1.466490778,-1.494994722,-1.500546139,-1.502828689,-1.512188972,-1.510859472,-2.345229278,-2.362415389,-2.364838194,-2.352872889,-2.358690722,-2.361019861,-0.466441861,-0.485516889,-0.4650215,-0.493173472,-0.479118361,-0.481165589
50,10,-1.403297478,-1.405312694,-1.408802361,-1.429506611,-1.423939806,-1.432380278,-2.14168534,-2.13391225,-2.151171194,-2.121083583,-2.154824139,-2.154610556,-0.46201779,-1.245829722,-0.674246694,-2.637534306,-2.672203639,-0.470819889,-1.449024806,-1.45428475,-1.45778275,-1.44149475,-1.458373083,-1.445505472,-2.069815444,-2.100609083,-2.124129861,-2.126067694,-2.139012028,-2.176477611,-0.438506139,-0.704596083,-0.713935167,-2.62193,-2.867873028,-0.467946761,-1.4865855,-1.492880972,-1.485963661,-1.472593528,-1.49157275,-1.48337898,-2.127646361,-2.17427725,-2.176806833,-2.174278972,-2.179935444,-2.169409056,-0.467296861,-0.726776167,-0.67725425,-2.636622667,-2.605021167,-0.486836972,-1.441833167,-1.475544561,-1.486598639,-1.483357194,-1.486621444,-1.472427972,-2.186154611,-2.15671375,-2.161552528,-2.141785611,-2.141006583,-2.150399139,-0.489186504,-0.757002,-0.75229075,-2.8680805,-2.989578667,-0.483186639,-1.451084944,-1.455460056,-1.452547889,-1.448053333,-1.439165611,-1.441912944,-2.143926444,-2.150668694,-2.164535611,-2.186151933,-2.180560278,-2.173046556,-0.466334778,-0.750206222,-0.709468722,-2.663193694,-2.729173167,-0.481077778,-1.433494778,-1.433998139,-1.449344361,-1.407141306,-1.423278194,-1.397297222,-2.111185861,-2.118369917,-2.144909139,-2.158344,-2.158006028,-2.154275111,-0.455389417,-0.658121361,-0.646180333,-1.890554,-2.558974972,-0.460496833,-1.376152837,-1.385544667,-1.414923556,-1.435461389,-1.427649861,-1.46290125,-2.176782813,-2.163954167,-2.147656611,-2.116544944,-2.153491167,-2.107021889,-0.453143004,-0.68648725,-0.707603861,-1.635745075,-2.051257917,-0.508012556,-1.459113766,-1.490538083,-1.487166361,-1.483517417,-1.499457278,-1.486381361,-2.207534472,-2.214047167,-2.200067389,-2.188829944,-2.188452004,-2.187892861,-0.502769394,-0.694198944,-0.755039972,-1.292403333,-1.600482944,-0.470138761,-1.475845639,-1.487705333,-1.476578167,-1.486499833,-1.485062278,-1.484184694,-2.174917194,-2.1894235,-2.204959472,-2.17645325,-2.2068515,-2.127857444,-0.454649111,-0.619803944,-0.653735556,-1.042351639,-1.250497333,-0.462677694,-1.449649694,-1.451330639,-1.443207813,-1.413144394,-1.431148528,-1.405749837,-2.22920725,-2.227203139,-2.236730111,-2.219702889,-2.211734722,-2.228468306,-0.476320861,-0.617476667,-0.761812242,-1.059047139,-1.109443861,-0.491648833,-1.433445222,-1.438109861,-1.461840111,-1.458555333,-1.471801056,-1.474203278,-2.180209917,-2.198103583,-2.196104722,-2.178844444,-2.197497306,-2.154208917,-0.483365222,-0.528806889,-0.615452472,-0.554846889,-0.578302639,-0.487552861,-1.420754361,-1.447673833,-1.453082333,-1.455216161,-1.463365444,-1.462573472,-2.146062028,-2.161060361,-2.163280222,-2.153121556,-2.158357306,-2.160031639,-0.468452472,-0.488616228,-0.46781425,-0.497160083,-0.483274333,-0.483451361
50,12.5,-1.397948547,-1.400728042,-1.402988875,-1.425322319,-1.419587236,-1.428379847,-1.993617514,-1.988870708,-2.007922069,-1.976171125,-2.013724347,-2.007031819,-0.467018681,-1.232025236,-0.628407014,-2.518472125,-2.460806764,-0.474940708,-1.444773375,-1.450309403,-1.453363097,-1.437848403,-1.454360847,-1.440640931,-1.927823097,-1.957750931,-1.982854819,-1.982588292,-2.000370514,-2.027798292,-0.442865403,-0.707496097,-0.668289819,-2.500486542,-2.639283792,-0.471618181,-1.481980042,-1.489908181,-1.482376381,-1.468281319,-1.488186347,-1.479032562,-1.982781914,-2.025507181,-2.032044597,-2.027506319,-2.038307569,-2.020650625,-0.471662042,-0.728069597,-0.642171847,-2.527034597,-2.414135097,-0.491027486,-1.439219153,-1.473319914,-1.483742708,-1.480113875,-1.485104347,-1.469542597,-2.036159958,-2.010446569,-2.016663875,-1.997686292,-2.001286958,-2.003159764,-0.495080562,-0.759595264,-0.714186625,-2.751781208,-2.761647403,-0.487893903,-1.448451097,-1.453743847,-1.449631764,-1.445406986,-1.437800208,-1.440493042,-1.996341208,-2.003348458,-2.019599958,-2.037778633,-2.038792097,-2.023662403,-0.471129542,-0.758235764,-0.665449319,-2.552648614,-2.530504569,-0.486059208,-1.429973875,-1.432989903,-1.446074847,-1.405228903,-1.420041958,-1.393851181,-1.965782819,-1.974459208,-2.002828486,-2.012431403,-2.016583514,-2.007239319,-0.459811319,-0.665760792,-0.611866792,-1.836567681,-2.377499486,-0.464657681,-1.372469395,-1.383043292,-1.411962514,-1.432271847,-1.424344514,-1.459343569,-2.028502062,-2.016054542,-2.005051708,-1.973780236,-2.012044181,-1.963645708,-0.456253681,-0.693277931,-0.666102653,-1.563286966,-1.981298514,-0.512734208,-1.455747014,-1.487148208,-1.482872347,-1.479006292,-1.497246792,-1.483037204,-2.056730986,-2.062464847,-2.053211375,-2.041674847,-2.044460466,-2.036488181,-0.507835781,-0.705006681,-0.715761597,-1.236137264,-1.517067597,-0.474630247,-1.471898403,-1.484544347,-1.472844069,-1.483376542,-1.482354653,-1.479923403,-2.025161847,-2.038913514,-2.056668375,-2.028259792,-2.062197708,-1.980536097,-0.458598792,-0.623627097,-0.626421819,-1.019640069,-1.133322375,-0.465542431,-1.446661486,-1.448933736,-1.439981847,-1.412112781,-1.428721966,-1.4035583,-2.077658514,-2.077041181,-2.088223431,-2.070207625,-2.067461764,-2.076458903,-0.479842208,-0.628436569,-0.737525942,-1.061747375,-1.005516903,-0.495637625,-1.430499542,-1.436056486,-1.459676097,-1.455537403,-1.468441625,-1.470939042,-2.030821708,-2.049346181,-2.051889042,-2.032506764,-2.056105458,-2.006889347,-0.487614347,-0.531571681,-0.587198208,-0.557600514,-0.560304542,-0.491360681,-1.416596875,-1.444221931,-1.450268736,-1.453075281,-1.460980264,-1.460310236,-1.999957208,-2.012017736,-2.016376875,-2.005679736,-2.010529153,-2.012809958,-0.471650903,-0.494749681,-0.472871097,-0.502923986,-0.488573819,-0.488184414
50,15,-1.326352731,-1.329268319,-1.331436847,-1.352161542,-1.346924542,-1.355188958,-1.888986806,-1.879836069,-1.895318569,-1.865874097,-1.898628264,-1.898675181,-0.475428657,-1.186246681,-0.575655681,-2.370712708,-1.936148875,-0.483333153,-1.369823042,-1.375100125,-1.377431903,-1.362942653,-1.379068958,-1.366472431,-1.822617153,-1.849085153,-1.870272208,-1.870598069,-1.883643903,-1.916844792,-0.451263514,-0.701889764,-0.621634903,-2.358355903,-2.059436903,-0.481562647,-1.405232125,-1.412692958,-1.406106381,-1.393054347,-1.411961681,-1.402836157,-1.873576747,-1.913246431,-1.917941097,-1.914216375,-1.920542208,-1.911281208,-0.480801042,-0.731168431,-0.595864903,-2.412899931,-1.904825958,-0.500903569,-1.363992542,-1.398836281,-1.408490069,-1.405377653,-1.409132458,-1.394410486,-1.925927819,-1.900179486,-1.903082431,-1.885881403,-1.885663097,-1.893878764,-0.503846609,-0.754698347,-0.661784319,-2.643562486,-2.151529986,-0.496410264,-1.374041597,-1.379422292,-1.375547625,-1.371086236,-1.364439931,-1.367105903,-1.888630486,-1.894192764,-1.906933875,-1.925398538,-1.920824375,-1.914555764,-0.481469042,-0.762406319,-0.620231736,-2.410036181,-1.981697264,-0.493092181,-1.355778931,-1.358261125,-1.371467014,-1.333126847,-1.347031042,-1.320977181,-1.859115847,-1.864933347,-1.888695208,-1.899128069,-1.901257847,-1.898230319,-0.469385542,-0.665949403,-0.568475764,-1.703537208,-1.875771403,-0.474527236,-1.302236657,-1.312257653,-1.338453708,-1.357591597,-1.351202958,-1.385195542,-1.916334704,-1.904515097,-1.889873097,-1.861961736,-1.895506292,-1.855699458,-0.465891609,-0.697951042,-0.615382292,-1.462956442,-1.556028458,-0.522769931,-1.382390157,-1.412347736,-1.407489681,-1.404236764,-1.421236069,-1.408333514,-1.944607069,-1.949628569,-1.938043486,-1.927741847,-1.928203847,-1.927282181,-0.519396881,-0.699038069,-0.661289264,-1.185082153,-1.180693875,-0.484356514,-1.396902514,-1.408787875,-1.398656153,-1.408657597,-1.407582986,-1.405467347,-1.916243264,-1.928013569,-1.941253514,-1.916287097,-1.944877403,-1.874425597,-0.468710375,-0.622728736,-0.581011097,-0.984784486,-0.931151125,-0.474795931,-1.374054681,-1.375213875,-1.367116395,-1.339507314,-1.356787514,-1.331770062,-1.965671931,-1.961902375,-1.970975153,-1.954976236,-1.949847764,-1.963026847,-0.490358125,-0.628618681,-0.695295466,-1.037798069,-0.871413875,-0.505716042,-1.358256819,-1.363855875,-1.384527069,-1.381863542,-1.394159736,-1.396873792,-1.919788458,-1.936749847,-1.937946125,-1.920495292,-1.941205708,-1.895991875,-0.497337319,-0.536396569,-0.558718903,-0.563845236,-0.540450458,-0.500182653,-1.344607347,-1.370222347,-1.375912736,-1.379663514,-1.386414125,-1.386463597,-1.889917264,-1.902128764,-1.905800069,-1.895054486,-1.901018292,-1.901917431,-0.481817486,-0.504613247,-0.482436819,-0.513328097,-0.498317125,-0.498233381
50,17.5,-1.231586214,-1.232811708,-1.235143403,-1.254287514,-1.250064958,-1.258268292,-1.831701368,-1.819200736,-1.828680347,-1.802536181,-1.826161875,-1.839035986,-0.476523276,-1.075244125,-0.543278431,-1.952128292,-1.626748931,-0.484104958,-1.270160736,-1.275713736,-1.278132458,-1.264818208,-1.279904847,-1.267408208,-1.765774347,-1.788250347,-1.803738681,-1.806588736,-1.811546181,-1.854986403,-0.453121514,-0.693938153,-0.584419319,-1.930022792,-1.730094236,-0.483037981,-1.303501125,-1.309822819,-1.303737447,-1.292216597,-1.309765653,-1.300768157,-1.814031047,-1.851219792,-1.850263153,-1.849513792,-1.847224736,-1.851615792,-0.480869764,-0.720186958,-0.559378875,-1.944089486,-1.602122319,-0.500974264,-1.267145292,-1.297522014,-1.306586069,-1.303375708,-1.308349736,-1.293372514,-1.864809625,-1.839393181,-1.836977375,-1.822823681,-1.813920097,-1.833484431,-0.504072442,-0.748343292,-0.618090986,-2.104852292,-1.801725153,-0.496605653,-1.275553236,-1.280303208,-1.276505681,-1.272374819,-1.267192597,-1.268696347,-1.830193069,-1.833051403,-1.840591431,-1.8620313,-1.847646653,-1.855419875,-0.481771681,-0.751925903,-0.583806236,-2.014027047,-1.649096208,-0.492420903,-1.258303431,-1.261051958,-1.273356466,-1.237909181,-1.250770569,-1.226467014,-1.799776125,-1.803555042,-1.821826097,-1.834141431,-1.828815986,-1.838988597,-0.469606681,-0.658229819,-0.535174514,-1.501684708,-1.558683736,-0.473723375,-1.208340014,-1.218132958,-1.242551958,-1.260263208,-1.253792431,-1.285864125,-1.855646728,-1.842647569,-1.822612236,-1.798843264,-1.824359514,-1.796944625,-0.467252776,-0.688924681,-0.583775014,-1.348050585,-1.226840264,-0.523578903,-1.282371585,-1.309761458,-1.305908153,-1.302660153,-1.318145986,-1.305603181,-1.881440792,-1.887049597,-1.868947958,-1.862166208,-1.8537763,-1.866900958,-0.520224347,-0.683014236,-0.616402042,-1.125960319,-0.957553347,-0.484595047,-1.295024125,-1.306432958,-1.296159542,-1.305195014,-1.305327375,-1.302721014,-1.855101569,-1.865082597,-1.871789597,-1.851611292,-1.870745319,-1.816216764,-0.467665264,-0.616976764,-0.542429431,-0.947197847,-0.795501208,-0.476765319,-1.274271347,-1.275387042,-1.268007919,-1.242977414,-1.258611514,-1.235899752,-1.901908264,-1.894868736,-1.899533847,-1.886766347,-1.873714014,-1.899351569,-0.490072958,-0.613651903,-0.647086109,-0.988293042,-0.783355236,-0.505708819,-1.259872736,-1.264745958,-1.284773903,-1.282511403,-1.293454319,-1.294572181,-1.857930458,-1.873400542,-1.870915403,-1.855082042,-1.869262347,-1.834626597,-0.497335681,-0.533312708,-0.537716931,-0.555225819,-0.524596347,-0.499251264,-1.247269514,-1.271977153,-1.276723708,-1.279302981,-1.285974292,-1.285773875,-1.828892486,-1.841251597,-1.843223681,-1.834094792,-1.840412514,-1.841050625,-0.480909958,-0.505511547,-0.482661931,-0.512243292,-0.498688319,-0.498158147
50,20,-1.166462372,-1.166217417,-1.170368389,-1.187036861,-1.18261625,-1.189774111,-1.825630389,-1.809169639,-1.813909111,-1.794262778,-1.808929194,-1.827208167,-0.488972591,-0.975693083,-0.545421556,-1.445247417,-1.512788889,-0.499504583,-1.204036306,-1.205075111,-1.208592639,-1.197813556,-1.208355611,-1.196341472,-1.757006694,-1.778709194,-1.789318722,-1.793521194,-1.791995,-1.846651694,-0.467541389,-0.713457,-0.578791611,-1.4392825,-1.613614889,-0.495039106,-1.232522167,-1.239705222,-1.235059606,-1.222234056,-1.238623056,-1.228179115,-1.804570839,-1.842441722,-1.833553639,-1.836060861,-1.826249056,-1.844599667,-0.494246167,-0.724992306,-0.551846722,-1.448555306,-1.492077944,-0.515386222,-1.198515361,-1.222522839,-1.234250389,-1.233269944,-1.237306306,-1.222543556,-1.856198417,-1.832111333,-1.825128694,-1.813243222,-1.795210778,-1.82352525,-0.519276829,-0.75981625,-0.606721,-1.546959417,-1.67173375,-0.510532472,-1.204173472,-1.209856639,-1.20723725,-1.200468083,-1.197178306,-1.198218444,-1.822684528,-1.822958167,-1.823962944,-1.852546329,-1.8293275,-1.848740972,-0.492886833,-0.745574083,-0.573873889,-1.515393006,-1.529589361,-0.508724444,-1.187772472,-1.192682667,-1.200474353,-1.168263806,-1.180301056,-1.156498111,-1.789552556,-1.788881028,-1.806818028,-1.821963333,-1.811537806,-1.832338167,-0.484628222,-0.672591333,-0.529106361,-1.248412,-1.455856917,-0.489733139,-1.14187102,-1.150292417,-1.172759389,-1.191070472,-1.185169222,-1.213492444,-1.844155401,-1.833694194,-1.806028667,-1.783548528,-1.803730194,-1.788623556,-0.479905115,-0.693610889,-0.569697917,-1.269246425,-1.0977965,-0.534801722,-1.210363496,-1.234725333,-1.232065167,-1.228256889,-1.244067333,-1.230799306,-1.870884278,-1.874217056,-1.850746778,-1.848122194,-1.833065877,-1.857058639,-0.527848372,-0.692657611,-0.605158028,-1.078746389,-0.870147167,-0.498468772,-1.223186528,-1.234095278,-1.225919167,-1.235206583,-1.234717778,-1.231511583,-1.85059225,-1.853783917,-1.857144111,-1.837360444,-1.849069222,-1.809209278,-0.47787075,-0.630384917,-0.537090778,-0.937301222,-0.734975028,-0.489895417,-1.202474389,-1.205607694,-1.197798425,-1.173274739,-1.186335067,-1.168809329,-1.890796306,-1.883399528,-1.882496611,-1.873904417,-1.852291333,-1.891334472,-0.498637361,-0.616302278,-0.624992853,-0.952833444,-0.7438945,-0.515193389,-1.188111361,-1.195768556,-1.213296417,-1.21236775,-1.220622722,-1.221802056,-1.850030639,-1.860470611,-1.855134167,-1.841551778,-1.850941889,-1.82313075,-0.505602333,-0.544129194,-0.537082972,-0.556157889,-0.529832972,-0.514449194,-1.179041139,-1.202233944,-1.203021278,-1.207361672,-1.211296694,-1.214198528,-1.816521278,-1.830085778,-1.832386861,-1.824056333,-1.828487417,-1.827691472,-0.493435278,-0.518037572,-0.49531525,-0.521434528,-0.51119875,-0.510537506
50,25,-1.033683883,-1.031306611,-1.036947306,-1.050317472,-1.0457605,-1.053838972,-1.531119521,-1.510905472,-1.39343875,-1.490999889,-1.318840361,-1.548597444,-0.468133214,-0.888521028,-0.507177056,-1.189272972,-1.243003667,-0.477070556,-1.067356778,-1.067407583,-1.071032778,-1.062134917,-1.07036025,-1.061068667,-1.532082139,-1.518392694,-1.406278528,-1.507651972,-1.330674361,-1.580127,-0.446476861,-0.694042667,-0.539030583,-1.183288694,-1.323287583,-0.4757014,-1.092378667,-1.097032889,-1.0946284,-1.081758306,-1.096909556,-1.088660667,-1.5648611,-1.546426,-1.397667361,-1.51363075,-1.335903778,-1.560950861,-0.474990444,-0.702129,-0.518088361,-1.196143583,-1.23318375,-0.4933465,-1.062167139,-1.081533767,-1.092726972,-1.091233139,-1.094396556,-1.083552917,-1.568188306,-1.512508361,-1.420468694,-1.486720528,-1.316252472,-1.576452861,-0.497845619,-0.73687075,-0.569030167,-1.273456028,-1.370142361,-0.488112583,-1.066563611,-1.071663139,-1.069271639,-1.06252925,-1.058471861,-1.061190389,-1.550892667,-1.53201425,-1.405343306,-1.503746857,-1.3388275,-1.553925194,-0.473842944,-0.716324583,-0.536528056,-1.2059159,-1.256565972,-0.491528694,-1.052622028,-1.057306194,-1.065530452,-1.03549275,-1.045609111,-1.025420083,-1.554085139,-1.533463472,-1.438787972,-1.526456778,-1.375468444,-1.574152833,-0.465787222,-0.646817083,-0.494206611,-1.00616975,-1.198549778,-0.470824806,-1.012107095,-1.019543417,-1.03987575,-1.056285278,-1.051489972,-1.076145722,-1.584941548,-1.555063778,-1.443883111,-1.508678306,-1.338899778,-1.552978611,-0.460759762,-0.6644355,-0.528707806,-1.10741469,-0.910740194,-0.512398444,-1.073327548,-1.094309556,-1.092798056,-1.089519833,-1.101573417,-1.092111786,-1.608116722,-1.555281778,-1.427539889,-1.517654389,-1.369968476,-1.583003667,-0.505681967,-0.681993306,-0.5670665,-0.963640833,-0.731031056,-0.4799638,-1.083798361,-1.093877944,-1.087102083,-1.094190056,-1.093497417,-1.09303375,-1.575623111,-1.55562575,-1.457714694,-1.519714528,-1.376163333,-1.555278083,-0.461293694,-0.608182972,-0.500112556,-0.875041056,-0.660472194,-0.471191472,-1.065919306,-1.068824444,-1.06243281,-1.0397918,-1.050948524,-1.035325524,-1.60238975,-1.582343194,-1.464261722,-1.546786167,-1.382660694,-1.620192417,-0.4815615,-0.600839333,-0.57992369,-0.884243556,-0.669851083,-0.497284194,-1.053452056,-1.059030889,-1.074968861,-1.073673306,-1.082409472,-1.083391278,-1.594118,-1.574902861,-1.459350389,-1.555975722,-1.406176139,-1.590114778,-0.486255583,-0.523783472,-0.517001528,-0.535871528,-0.514560389,-0.495022444,-1.045574444,-1.066446278,-1.066217472,-1.069955067,-1.074033444,-1.075788778,-1.582237222,-1.591144417,-1.591926889,-1.587032139,-1.581939139,-1.591157583,-0.475964389,-0.498016767,-0.477967639,-0.503746583,-0.491316917,-0.4886652
50,30,-0.965347594,-0.962919389,-0.967282944,-0.978677,-0.973870444,-0.983150806,-0.973447694,-0.971914833,-1.001059417,-0.973942833,-1.019513278,-0.976178028,-0.465703183,-0.844941056,-0.497425056,-1.034356472,-1.050052944,-0.473386889,-0.995309833,-0.994994389,-0.998875028,-0.989320972,-0.997253972,-0.989930139,-0.936101167,-0.955782222,-0.985812306,-0.972569694,-1.009769194,-0.991136306,-0.44425575,-0.684458889,-0.526136583,-1.027647139,-1.113856306,-0.473352544,-1.01907,-1.022944611,-1.020479278,-1.006920722,-1.021507056,-1.016800254,-0.968056678,-0.993722361,-1.013743556,-0.995798139,-1.029535972,-0.987513778,-0.4719315,-0.699742528,-0.510151417,-1.037943111,-1.047647083,-0.489351194,-0.9894505,-1.007139344,-1.0176245,-1.015704722,-1.017845611,-1.009361917,-0.995825361,-0.987635861,-1.004611278,-0.985855639,-1.009522667,-0.975594611,-0.494887992,-0.726129083,-0.553507806,-1.101274,-1.151337278,-0.484590361,-0.992994444,-0.997299056,-0.995369611,-0.988987583,-0.983317028,-0.987334472,-0.974680139,-0.981175889,-1.00477675,-1.005729302,-1.030342583,-0.991259389,-0.471801528,-0.7134555,-0.529040333,-1.042408478,-1.059321944,-0.487445028,-0.981369889,-0.984759611,-0.991972016,-0.963857694,-0.972499889,-0.956117556,-0.959248611,-0.96363825,-0.997065972,-0.988329083,-1.016781444,-0.984720361,-0.462327028,-0.643657667,-0.486384611,-0.907763417,-1.013001361,-0.466806972,-0.943279683,-0.949479528,-0.968685778,-0.983285556,-0.978650278,-1.002648222,-0.988832421,-0.988020083,-0.995938833,-0.968534833,-1.015498361,-0.959528694,-0.458816944,-0.66095925,-0.520646917,-1.003975944,-0.788935361,-0.508165028,-0.999541016,-1.019816722,-1.018133111,-1.016672806,-1.024735444,-1.01680704,-1.003468917,-1.015590639,-1.023778944,-1.006367028,-1.031275921,-0.993822056,-0.503710378,-0.676118889,-0.547893722,-0.875706222,-0.676115194,-0.476858911,-1.010802833,-1.019589611,-1.013308556,-1.020088611,-1.017011639,-1.019353333,-0.995951972,-0.999057111,-1.0273605,-0.995913083,-1.038977083,-0.967331778,-0.46038,-0.594070222,-0.491059889,-0.828533361,-0.628970333,-0.470369667,-0.993196917,-0.996071722,-0.990440206,-0.968206411,-0.976570635,-0.965511183,-1.018430944,-1.022632639,-1.042403861,-1.024046028,-1.044492611,-1.017467444,-0.479345139,-0.597412667,-0.559122159,-0.855786528,-0.640220944,-0.495784333,-0.981934,-0.986682056,-1.002080444,-1.001360556,-1.008586917,-1.010024972,-0.990873528,-1.005414389,-1.024941306,-1.000372306,-1.042092111,-0.976464639,-0.485711361,-0.51915925,-0.524859,-0.536804444,-0.521038361,-0.491595833,-0.975491417,-0.994707944,-0.994582917,-0.997614544,-1.001008083,-1.003553194,-0.974580917,-0.981946611,-0.981241917,-0.978189472,-0.98087275,-0.979259722,-0.472955472,-0.496668911,-0.478389722,-0.504777222,-0.493054222,-0.486581778
